customer_id,order_id,sales,row_num
AB-10105,CA-2017-153822,12.62,18
AB-10105,CA-2014-103100,3.69,19
AB-10150,CA-2014-169061,479.97,1
AB-10150,CA-2017-158876,99.14,2
AB-10150,CA-2014-169061,97.82,3
AB-10150,CA-2017-120761,91.96,4
AB-10150,CA-2014-169061,59.52,5
AB-10150,CA-2014-169061,49.63,6
AB-10150,CA-2014-169061,18.62,7
AB-10150,CA-2017-158876,16.90,8
AB-10150,CA-2017-158876,15.99,9
AB-10150,CA-2016-147970,15.55,10
AB-10150,CA-2015-168186,14.94,11
AB-10150,CA-2017-158876,6.67,12
AB-10165,CA-2015-115945,304.23,1
AB-10165,CA-2015-131534,166.24,2
AB-10165,CA-2017-145737,163.96,3
AB-10165,CA-2017-126634,94.20,4
AB-10165,CA-2017-144932,89.86,5
AB-10165,CA-2015-115945,88.75,6
AB-10165,CA-2015-144043,46.69,7
AB-10165,US-2014-139500,37.30,8
AB-10165,CA-2015-131534,33.40,9
AB-10165,CA-2017-131212,24.82,10
AB-10165,CA-2015-115945,20.96,11
AB-10165,CA-2017-131212,14.98,12
AB-10165,CA-2017-144932,14.59,13
AB-10165,CA-2017-144932,13.87,14
AB-10255,CA-2017-126662,479.98,1
AB-10255,CA-2017-155873,192.16,2
AB-10255,CA-2015-142055,37.94,3
AB-10255,CA-2015-110093,36.78,4
AB-10255,CA-2017-127705,27.44,5
AB-10255,CA-2014-122679,19.68,6
AB-10255,CA-2017-155873,19.44,7
AB-10255,CA-2016-151155,18.92,8
AB-10255,CA-2016-151323,17.05,9
AB-10255,CA-2017-155873,16.68,10
AB-10255,CA-2016-151155,15.42,11
AB-10255,US-2016-158708,13.62,12
AB-10255,CA-2017-127705,2.97,13
AB-10600,US-2017-155425,899.14,1
AB-10600,US-2017-155425,239.95,2
AB-10600,US-2017-155425,201.58,3
AB-10600,US-2017-155425,95.99,4
AB-10600,US-2017-155425,38.39,5
AB-10600,CA-2015-158323,17.09,6
AB-10600,CA-2014-115336,14.48,7
AB-10600,CA-2015-111234,9.24,8
AC-10420,CA-2014-129924,698.35,1
AC-10420,US-2017-158218,127.92,2
AC-10420,CA-2016-144400,57.58,3
AC-10420,CA-2014-129924,7.71,4
AC-10450,CA-2017-141789,1793.98,1
AC-10450,CA-2017-158729,1665.62,2
AC-10450,CA-2016-163573,1219.96,3
AC-10450,US-2014-167262,742.34,4
AC-10450,CA-2015-164441,52.27,5
AC-10450,CA-2015-164441,17.94,6
AC-10450,CA-2016-116232,16.56,7
AC-10450,US-2015-106495,11.67,8
AC-10450,CA-2016-116232,7.51,9
AC-10615,CA-2017-157987,1282.41,1
AC-10615,CA-2017-157987,254.53,2
AC-10615,CA-2017-157987,238.00,3
AC-10615,CA-2017-157987,197.97,4
AC-10615,CA-2017-157987,167.97,5
AC-10615,CA-2015-100734,147.18,6
AC-10615,CA-2017-136007,71.96,7
AC-10615,CA-2017-157987,26.43,8
AC-10615,CA-2017-157987,23.10,9
AC-10615,CA-2017-157987,18.90,10
AC-10615,CA-2017-157987,17.12,11
AC-10615,CA-2017-157987,12.98,12
AC-10615,CA-2017-101637,12.77,13
AC-10615,CA-2017-157987,11.54,14
AC-10615,CA-2017-136007,8.40,15
AC-10615,CA-2017-157987,4.92,16
AC-10615,CA-2015-100734,3.58,17
AC-10660,CA-2016-161928,201.58,1
AC-10660,US-2014-122021,183.37,2
AC-10660,CA-2017-135650,143.73,3
AC-10660,CA-2016-134544,84.78,4
AC-10660,CA-2016-158617,35.88,5
AC-10660,US-2014-122021,7.97,6
AD-10180,CA-2017-127432,2999.95,1
AD-10180,CA-2017-127432,1126.02,2
AD-10180,CA-2017-143245,897.15,3
AD-10180,US-2014-152030,600.56,4
AD-10180,CA-2017-160416,163.96,5
AD-10180,US-2017-136784,163.96,6
AD-10180,CA-2017-127432,51.45,7
AD-10180,CA-2015-120439,51.07,8
AD-10180,CA-2017-143245,19.44,9
AD-10180,CA-2015-124268,15.48,10
AD-10180,CA-2017-127432,11.96,11
AF-10870,CA-2016-146934,662.84,1
AF-10870,CA-2016-146934,345.00,2
AF-10870,CA-2016-146934,257.98,3
AF-10870,US-2017-139969,233.06,4
AF-10870,CA-2016-146934,174.29,5
AF-10870,CA-2016-146934,95.10,6
AF-10870,CA-2017-125269,72.78,7
AF-10870,CA-2016-126270,71.97,8
AF-10870,CA-2017-167871,44.38,9
AF-10870,CA-2016-146934,26.88,10
AF-10870,CA-2016-139234,26.18,11
AF-10870,CA-2016-126270,18.09,12
AF-10870,CA-2017-125269,10.43,13
AF-10870,CA-2015-168634,7.78,14
AF-10870,CA-2016-139234,3.21,15
AF-10870,CA-2017-167871,2.94,16
AF-10885,CA-2014-114181,349.97,1
AF-10885,CA-2015-114300,287.94,2
AF-10885,CA-2015-114300,83.72,3
AF-10885,CA-2014-103702,63.92,4
AF-10885,CA-2016-115588,38.98,5
AF-10885,CA-2014-114181,22.32,6
AF-10885,CA-2016-115588,14.72,7
AG-10270,CA-2016-105732,1336.44,1
AG-10270,CA-2016-105732,378.00,2
AG-10270,CA-2016-105732,373.08,3
AG-10270,CA-2016-105732,149.95,4
AG-10270,CA-2014-103058,99.98,5
AG-10270,CA-2014-167164,55.50,6
AG-10270,CA-2016-105732,40.74,7
AG-10270,CA-2015-153738,37.68,8
AG-10270,CA-2016-105732,29.97,9
AG-10270,CA-2016-105732,17.61,10
AG-10270,CA-2016-105732,16.90,11
AG-10270,CA-2017-139416,15.01,12
AG-10270,CA-2016-105732,14.40,13
AG-10300,CA-2014-147298,230.28,1
AG-10300,CA-2016-143749,81.94,2
AG-10300,CA-2015-166800,31.08,3
AG-10300,CA-2017-161823,5.96,4
AG-10330,CA-2017-142909,182.55,1
AG-10330,CA-2016-104150,167.28,2
AG-10330,CA-2017-107748,95.84,3
AG-10330,CA-2016-104150,81.54,4
AG-10330,CA-2017-104927,75.88,5
AG-10330,CA-2017-104927,25.92,6
AG-10330,CA-2017-107748,12.96,7
AG-10330,CA-2017-108287,12.67,8
AG-10330,CA-2017-104927,6.33,9
AG-10390,CA-2014-158470,71.28,1
AG-10390,CA-2014-158470,58.05,2
AG-10390,CA-2017-107244,19.76,3
AG-10390,CA-2016-109820,15.70,4
AG-10390,CA-2016-109820,14.43,5
AG-10390,CA-2014-125171,14.40,6
AG-10390,CA-2016-136483,4.70,7
AG-10390,CA-2016-109820,2.63,8
AG-10495,CA-2015-162201,516.96,1
AG-10495,CA-2015-111948,418.32,2
AG-10495,CA-2015-118738,347.36,3
AG-10495,CA-2015-104241,192.22,4
AG-10495,CA-2015-162201,173.49,5
AG-10495,CA-2015-162201,173.21,6
AG-10495,CA-2015-111948,123.86,7
AG-10495,CA-2015-156146,105.58,8
AG-10495,CA-2015-156146,68.72,9
AG-10495,CA-2017-132976,59.71,10
AG-10495,CA-2015-162201,42.24,11
AG-10495,CA-2017-132976,24.84,12
AG-10495,CA-2016-168921,19.30,13
AG-10495,CA-2015-162201,18.26,14
AG-10495,CA-2015-118738,15.55,15
AG-10495,CA-2017-132976,11.65,16
AG-10495,CA-2015-118738,10.37,17
AG-10495,CA-2015-162201,9.00,18
AG-10495,CA-2015-162201,4.45,19
AG-10495,CA-2015-142692,3.59,20
AG-10525,CA-2014-158281,559.71,1
AG-10525,CA-2015-164084,481.18,2
AG-10525,CA-2014-167850,178.38,3
AG-10525,CA-2015-164084,90.00,4
AG-10525,CA-2015-164084,70.26,5
AG-10525,CA-2015-169572,46.62,6
AG-10525,CA-2014-167850,15.55,7
AG-10525,CA-2015-164084,7.24,8
AG-10675,CA-2016-108987,2396.27,1
AG-10675,CA-2016-133368,315.78,2
AG-10675,CA-2015-137512,244.01,3
AG-10675,CA-2016-108987,131.14,4
AG-10675,CA-2016-133368,89.57,5
AG-10675,CA-2016-108987,57.58,6
AG-10675,US-2017-146822,49.12,7
AG-10675,CA-2017-163335,40.29,8
AG-10675,CA-2017-163335,38.71,9
AG-10675,CA-2016-108987,35.95,10
AG-10675,CA-2017-101483,34.85,11
AG-10675,CA-2017-101483,22.00,12
AG-10675,CA-2015-137512,15.94,13
AG-10675,US-2017-104094,13.48,14
AG-10675,CA-2017-101483,4.37,15
AG-10765,CA-2015-110947,113.10,1
AG-10765,CA-2017-126123,13.46,2
AG-10765,CA-2015-113222,10.74,3
AG-10900,US-2014-119137,1023.94,1
AG-10900,CA-2016-160108,680.01,2
AG-10900,US-2014-119137,479.04,3
AG-10900,CA-2015-130785,411.33,4
AG-10900,CA-2016-160108,405.86,5
AG-10900,CA-2017-110198,314.35,6
AG-10900,CA-2015-130785,293.20,7
AG-10900,CA-2017-116939,177.55,8
AG-10900,CA-2016-158435,173.24,9
AG-10900,CA-2015-136728,170.07,10
AG-10900,CA-2017-161557,108.40,11
AG-10900,CA-2015-148376,106.96,12
AG-10900,CA-2016-158435,65.17,13
AG-10900,CA-2015-130785,28.75,14
AG-10900,CA-2015-148376,21.56,15
AG-10900,CA-2016-158435,14.62,16
AG-10900,US-2014-119137,9.24,17
AG-10900,US-2014-119137,8.16,18
AG-10900,CA-2015-136728,7.82,19
AG-10900,CA-2015-115399,6.91,20
AG-10900,CA-2017-110198,4.61,21
AH-10030,CA-2015-130113,668.16,1
AH-10030,CA-2015-130113,323.10,2
AH-10030,CA-2014-113768,279.46,3
AH-10030,CA-2014-122070,247.84,4
AH-10030,CA-2016-162747,86.45,5
AH-10030,US-2014-158400,49.41,6
AH-10030,CA-2014-157644,34.77,7
AH-10030,CA-2014-157644,18.90,8
AH-10030,CA-2017-164000,18.70,9
AH-10030,CA-2014-122070,9.91,10
AH-10030,CA-2014-113768,8.00,11
AH-10075,CA-2016-149797,841.57,1
AH-10075,CA-2017-125451,637.90,2
AH-10075,CA-2017-145702,314.35,3
AH-10075,CA-2017-125451,240.74,4
AH-10075,CA-2016-144015,231.72,5
AH-10075,CA-2017-125451,210.68,6
AH-10075,CA-2017-118857,196.45,7
AH-10075,CA-2017-112004,190.90,8
AH-10075,CA-2016-147109,165.60,9
AH-10075,CA-2016-147109,51.84,10
AH-10075,CA-2017-125451,43.44,11
AH-10075,CA-2017-125451,35.00,12
AH-10075,CA-2017-145702,27.89,13
AH-10075,CA-2016-144015,17.90,14
AH-10075,CA-2017-165029,12.84,15
AH-10075,CA-2016-144015,12.48,16
AH-10075,CA-2017-112004,8.60,17
AH-10075,CA-2014-160066,5.22,18
AH-10075,CA-2015-161795,3.01,19
AH-10075,CA-2017-125451,2.22,20
AH-10120,CA-2016-145261,377.45,1
AH-10120,CA-2014-123295,259.14,2
AH-10120,CA-2017-150987,244.55,3
AH-10120,CA-2017-150987,195.76,4
AH-10120,CA-2017-107958,163.96,5
AH-10120,CA-2016-145261,112.78,6
AH-10120,CA-2017-151211,102.93,7
AH-10120,CA-2017-151211,98.16,8
AH-10120,CA-2016-135594,50.12,9
AH-10120,CA-2016-145261,45.24,10
AH-10120,CA-2016-145261,28.68,11
AH-10120,CA-2016-145261,18.69,12
AH-10120,CA-2016-145261,15.94,13
AH-10120,CA-2016-145261,11.65,14
AH-10120,CA-2017-131632,5.25,15
AH-10120,CA-2017-107958,5.23,16
AH-10195,CA-2016-112697,961.48,1
AH-10195,CA-2016-112697,254.06,2
AH-10195,CA-2016-112697,194.53,3
AH-10195,CA-2015-125185,99.37,4
AH-10195,CA-2015-125185,33.57,5
AH-10195,CA-2017-123043,24.67,6
AH-10195,CA-2017-154732,16.03,7
AH-10195,CA-2017-123043,3.74,8
AH-10210,CA-2017-146983,1577.94,1
AH-10210,CA-2017-147956,1003.62,2
AH-10210,CA-2015-165050,773.94,3
AH-10210,CA-2014-153983,575.92,4
AH-10210,US-2017-148831,348.56,5
AH-10210,CA-2017-166919,195.96,6
AH-10210,CA-2017-104080,171.20,7
AH-10210,CA-2015-155040,79.90,8
AH-10210,CA-2014-153983,30.40,9
AH-10210,CA-2015-165050,21.36,10
AH-10210,CA-2016-166485,16.50,11
AH-10210,CA-2015-165050,6.69,12
AH-10210,CA-2017-104080,3.36,13
AH-10465,CA-2015-141243,1352.40,1
AH-10465,CA-2017-115546,539.97,2
AH-10465,CA-2015-141243,398.40,3
AH-10465,CA-2016-126165,71.09,4
AH-10465,CA-2017-115546,22.58,5
AH-10465,CA-2017-145275,14.94,6
AH-10465,CA-2015-141243,7.06,7
AH-10585,CA-2014-162278,383.96,1
AH-10585,US-2017-152492,239.24,2
AH-10585,CA-2014-162278,63.92,3
AH-10585,CA-2016-160479,35.40,4
AH-10585,CA-2017-109715,15.98,5
AH-10690,CA-2016-113831,2275.50,1
AH-10690,CA-2016-113831,1979.70,2
AH-10690,CA-2015-110548,946.34,3
AH-10690,CA-2016-144148,863.13,4
AH-10690,CA-2015-113628,523.92,5
AH-10690,CA-2016-148740,361.38,6
AH-10690,CA-2014-160276,177.68,7
AH-10690,CA-2015-113628,146.14,8
AH-10690,CA-2015-139780,116.40,9
AH-10690,CA-2015-113628,100.79,10
AH-10690,CA-2016-138282,87.84,11
AH-10690,CA-2016-158869,70.88,12
AH-10690,CA-2016-113831,62.10,13
AH-10690,CA-2016-145709,52.68,14
AH-10690,CA-2015-112214,33.49,15
AH-10690,CA-2015-112214,23.04,16
AH-10690,CA-2015-166604,17.94,17
AH-10690,CA-2015-112214,14.76,18
AH-10690,CA-2015-113628,11.76,19
AH-10690,CA-2016-145709,11.57,20
AH-10690,CA-2015-113628,5.24,21
AH-10690,CA-2015-113628,4.66,22
AH-10690,CA-2015-112214,1.36,23
AI-10855,CA-2014-131387,1679.96,1
AI-10855,CA-2016-158694,720.76,2
AI-10855,CA-2017-116855,504.90,3
AI-10855,CA-2016-158694,467.46,4
AI-10855,CA-2014-102330,319.97,5
AI-10855,CA-2014-159709,158.13,6
AI-10855,CA-2016-158694,129.92,7
AI-10855,CA-2014-102330,88.80,8
AI-10855,CA-2016-158694,67.71,9
AI-10855,US-2017-160759,63.69,10
AI-10855,CA-2016-158694,61.40,11
AI-10855,CA-2014-159709,43.60,12
AI-10855,CA-2015-167479,19.44,13
AI-10855,CA-2015-158918,17.12,14
AI-10855,CA-2016-158694,14.70,15
AI-10855,CA-2017-107552,6.68,16
AI-10855,CA-2017-155929,6.37,17
AI-10855,CA-2016-158694,5.18,18
AJ-10780,CA-2014-141313,1737.18,1
AJ-10780,CA-2014-108609,1421.66,2
AJ-10780,CA-2014-141313,704.25,3
AJ-10780,CA-2017-111577,307.78,4
AJ-10780,US-2017-133361,261.96,5
AJ-10780,CA-2014-141313,141.76,6
AJ-10780,US-2017-133361,89.97,7
AJ-10780,US-2017-133361,74.00,8
AJ-10780,CA-2014-149020,51.94,9
AJ-10780,US-2017-133361,37.20,10
AJ-10780,US-2017-133361,14.70,11
AJ-10780,CA-2015-165554,10.86,12
AJ-10780,CA-2016-123617,7.43,13
AJ-10780,US-2017-133361,3.76,14
AJ-10780,CA-2014-149020,2.89,15
AJ-10795,CA-2017-142342,1194.17,1
AJ-10795,CA-2016-123946,1059.12,2
AJ-10795,CA-2014-110786,767.95,3
AJ-10795,CA-2014-106810,310.88,4
AJ-10795,CA-2014-110786,274.77,5
AJ-10795,CA-2014-110786,191.98,6
AJ-10795,CA-2016-134474,191.47,7
AJ-10795,CA-2014-110786,70.56,8
AJ-10795,CA-2016-123946,67.90,9
AJ-10795,CA-2016-134474,59.18,10
AJ-10795,CA-2017-142342,57.90,11
AJ-10795,CA-2017-142342,32.40,12
AJ-10795,CA-2014-110786,24.90,13
AJ-10795,CA-2014-110786,21.12,14
AJ-10795,CA-2016-123946,20.70,15
AJ-10795,CA-2014-110786,14.35,16
AJ-10795,CA-2016-123946,11.34,17
AJ-10795,CA-2017-142342,10.56,18
AJ-10795,CA-2016-134474,5.25,19
AJ-10795,CA-2016-123015,4.99,20
AJ-10945,CA-2017-133004,638.73,1
AJ-10945,US-2015-132836,403.68,2
AJ-10945,CA-2016-115378,301.96,3
AJ-10945,US-2015-132836,299.98,4
AJ-10945,CA-2015-126347,50.00,5
AJ-10945,CA-2015-164497,45.28,6
AJ-10945,US-2015-132836,41.90,7
AJ-10945,US-2015-132836,28.91,8
AJ-10945,CA-2014-155852,19.46,9
AJ-10945,CA-2017-137421,9.34,10
AJ-10960,CA-2014-113362,449.15,1
AJ-10960,CA-2014-131800,122.94,2
AJ-10960,CA-2014-131800,35.45,3
AJ-10960,CA-2014-113362,11.07,4
AJ-10960,CA-2017-123246,10.64,5
AM-10360,US-2015-107944,239.97,1
AM-10360,US-2015-107944,192.72,2
AM-10360,CA-2017-161340,115.96,3
AM-10360,CA-2017-109701,79.47,4
AM-10360,CA-2017-109701,69.46,5
AM-10360,CA-2016-157000,37.22,6
AM-10360,CA-2016-157000,20.02,7
AM-10360,CA-2014-132542,15.36,8
AM-10360,CA-2017-161340,13.87,9
AM-10360,CA-2017-109701,10.86,10
AM-10360,CA-2017-109701,10.08,11
AM-10360,CA-2017-109701,9.02,12
AM-10705,CA-2014-145387,1604.90,1
AM-10705,CA-2016-145905,900.08,2
AM-10705,US-2017-124821,871.40,3
AM-10705,CA-2014-145387,385.69,4
AM-10705,CA-2017-157903,383.84,5
AM-10705,CA-2016-145905,350.98,6
AM-10705,CA-2017-104731,302.94,7
AM-10705,CA-2017-104731,271.96,8
AM-10705,CA-2017-104731,231.72,9
AM-10705,CA-2017-104731,101.94,10
AM-10705,CA-2014-145387,49.25,11
AM-10705,CA-2015-151470,45.58,12
AM-10705,CA-2014-145387,34.08,13
AM-10705,CA-2017-104731,19.68,14
AM-10705,CA-2014-145387,17.67,15
AM-10705,CA-2015-100573,17.48,16
AM-10705,CA-2017-104731,14.94,17
AM-10705,CA-2014-145387,14.76,18
AM-10705,CA-2015-138457,13.09,19
AM-10705,CA-2016-145905,13.08,20
AM-10705,CA-2017-104731,8.80,21
AO-10810,CA-2016-148096,161.28,1
AP-10720,US-2016-103674,437.47,1
AP-10720,US-2016-103674,271.96,2
AP-10720,US-2016-103674,249.58,3
AP-10720,US-2016-114174,173.94,4
AP-10720,CA-2014-127964,125.76,5
AP-10720,CA-2017-143021,79.97,6
AP-10720,CA-2017-143021,58.41,7
AP-10720,CA-2016-136322,45.57,8
AP-10720,CA-2016-136322,28.75,9
AP-10720,US-2015-165449,27.17,10
AP-10720,CA-2016-120250,25.63,11
AP-10720,CA-2014-127964,25.32,12
AP-10720,US-2016-103674,18.69,13
AP-10720,US-2016-114174,14.76,14
AP-10720,US-2016-103674,13.86,15
AP-10720,US-2016-103674,13.38,16
AP-10720,US-2016-103674,13.36,17
AP-10720,CA-2014-127964,9.99,18
AP-10720,CA-2016-154403,4.98,19
AP-10915,CA-2016-168893,842.94,1
AP-10915,CA-2014-146969,686.32,2
AP-10915,CA-2014-124737,223.06,3
AP-10915,CA-2014-146969,204.60,4
AP-10915,US-2017-132059,180.59,5
AP-10915,CA-2016-128412,153.55,6
AP-10915,CA-2014-124737,143.64,7
AP-10915,CA-2017-168228,123.92,8
AP-10915,CA-2016-128412,123.92,9
AP-10915,CA-2014-105270,112.65,10
AP-10915,CA-2016-128412,65.34,11
AP-10915,CA-2014-146969,62.18,12
AP-10915,US-2017-132059,47.98,13
AP-10915,CA-2017-168228,47.30,14
AP-10915,CA-2016-128412,44.75,15
AP-10915,CA-2016-128412,35.10,16
AP-10915,CA-2014-124737,31.10,17
AP-10915,CA-2014-105270,30.48,18
AP-10915,CA-2017-146136,24.45,19
AP-10915,CA-2016-168893,24.10,20
AP-10915,CA-2016-168893,20.00,21
AP-10915,CA-2014-124737,15.55,22
AP-10915,US-2016-164588,12.84,23
AP-10915,CA-2017-168228,12.39,24
AP-10915,CA-2014-113047,11.85,25
AP-10915,CA-2016-168893,8.75,26
AP-10915,CA-2014-146969,8.72,27
AP-10915,CA-2016-168893,7.98,28
AP-10915,CA-2014-124737,6.80,29
AP-10915,CA-2014-146969,6.48,30
AP-10915,CA-2014-124737,4.22,31
AR-10345,US-2014-115189,523.76,1
AR-10345,US-2014-115189,251.96,2
AR-10345,CA-2015-139374,179.89,3
AR-10345,CA-2017-126396,85.20,4
AR-10345,CA-2017-126438,14.88,5
AR-10405,US-2017-134481,1488.42,1
AR-10405,CA-2015-164427,239.70,2
AR-10405,CA-2014-157882,143.43,3
AR-10405,CA-2014-157882,122.35,4
AR-10405,CA-2017-140844,103.12,5
AR-10405,CA-2017-140844,97.82,6
AR-10405,CA-2017-149468,41.28,7
AR-10510,CA-2016-147536,89.97,1
AR-10510,CA-2015-112319,58.32,2
AR-10510,US-2014-105767,55.19,3
AR-10510,CA-2014-115056,26.14,4
AR-10510,US-2014-105767,21.17,5
AR-10510,CA-2017-111808,10.80,6
AR-10510,US-2014-105767,3.28,7
AR-10540,CA-2017-138289,5443.96,1
AR-10540,US-2015-136987,639.97,2
AR-10540,CA-2017-138289,302.67,3
AR-10540,CA-2017-138289,56.07,4
AR-10540,CA-2014-122588,52.96,5
AR-10540,US-2015-136987,52.76,6
AR-10540,CA-2016-138037,27.24,7
AR-10540,CA-2017-154935,17.88,8
AR-10540,CA-2015-123505,14.94,9
AR-10570,CA-2016-157588,51.75,1
AR-10570,CA-2016-157588,36.40,2
AR-10825,CA-2017-118724,1626.19,1
AR-10825,CA-2016-132304,1115.17,2
AR-10825,CA-2017-141425,384.59,3
AR-10825,US-2016-148110,347.80,4
AR-10825,CA-2016-160745,316.00,5
AR-10825,CA-2016-160745,302.38,6
AR-10825,US-2017-108343,183.92,7
AR-10825,US-2017-108343,163.76,8
AR-10825,CA-2014-109218,32.40,9
AR-10825,CA-2015-160213,19.44,10
AR-10825,CA-2016-160745,14.80,11
AR-10825,US-2017-108343,13.36,12
AR-10825,CA-2017-118724,3.52,13
AS-10045,CA-2017-162691,1439.98,1
AS-10045,CA-2017-113481,695.70,2
AS-10045,CA-2016-148747,477.67,3
AS-10045,CA-2017-101749,171.29,4
AS-10045,US-2017-147655,88.07,5
AS-10045,US-2014-150126,65.78,6
AS-10045,CA-2017-162691,36.29,7
AS-10045,CA-2016-162901,31.40,8
AS-10045,CA-2017-113481,28.85,9
AS-10090,CA-2015-127509,1024.38,1
AS-10090,CA-2014-156160,579.53,2
AS-10090,CA-2017-136448,538.19,3
AS-10090,CA-2016-119865,353.57,4
AS-10090,CA-2016-119865,186.14,5
AS-10090,CA-2014-156160,97.44,6
AS-10090,CA-2017-145877,94.20,7
AS-10090,CA-2017-136448,71.98,8
AS-10090,CA-2017-136448,47.98,9
AS-10090,CA-2016-119865,36.56,10
AS-10090,US-2017-108063,34.65,11
AS-10090,CA-2017-145877,28.40,12
AS-10090,CA-2015-127509,26.22,13
AS-10090,CA-2017-136448,22.51,14
AS-10090,CA-2016-104311,18.94,15
AS-10090,CA-2015-127509,17.34,16
AS-10090,CA-2015-127509,17.22,17
AS-10090,CA-2014-132913,13.97,18
AS-10090,CA-2014-156160,13.04,19
AS-10090,CA-2016-104311,12.67,20
AS-10090,CA-2016-150007,6.00,21
AS-10090,CA-2016-104311,5.04,22
AS-10090,CA-2014-156160,3.98,23
AS-10090,CA-2017-136448,3.44,24
AS-10090,CA-2016-150007,1.91,25
AS-10135,CA-2017-162929,41.28,1
AS-10135,CA-2017-162929,13.36,2
AS-10135,CA-2016-149461,4.18,3
AS-10225,CA-2014-110408,1394.95,1
AS-10225,CA-2017-112515,1292.94,2
AS-10225,CA-2014-110408,545.88,3
AS-10225,CA-2014-110408,275.97,4
AS-10225,CA-2017-112515,261.74,5
AS-10225,CA-2016-143154,165.60,6
AS-10225,CA-2017-112515,164.88,7
AS-10225,CA-2017-117926,69.48,8
AS-10225,CA-2015-144253,26.80,9
AS-10225,CA-2017-112515,25.58,10
AS-10225,CA-2017-112515,14.40,11
AS-10225,CA-2017-112515,10.78,12
AS-10240,CA-2014-149958,142.78,1
AS-10240,CA-2014-149958,131.90,2
AS-10240,CA-2016-118913,60.81,3
AS-10240,CA-2014-149958,45.70,4
AS-10240,CA-2014-149958,43.19,5
AS-10240,CA-2017-101049,41.26,6
