Order_ID,Order_Date,Customer_ID,Product_ID,Store_ID,Quantity,Discount,Payment_Mode,Created_At,Last_Updated
500726,2023-12-27T05:50:00.000Z,1264,P1030,S003,4,0.15,Net Banking,2023-12-27T05:57:00.000Z,2024-01-27T05:57:00.000Z
500731,2026-03-10T01:17:00.000Z,1437,P1120,S015,7,0.05,Debit Card,2026-03-10T01:51:00.000Z,2026-03-17T01:51:00.000Z
500747,2024-08-13T02:06:00.000Z,1058,P1038,S016,3,0.05,Net Banking,2024-08-13T02:48:00.000Z,2024-08-30T02:48:00.000Z
500752,2023-04-07T04:22:00.000Z,1490,P1043,S020,3,0.2,Debit Card,2023-04-07T05:34:00.000Z,2023-05-06T05:34:00.000Z
500759,2023-07-09T10:03:00.000Z,1100,P1150,S017,4,0.1,Credit Card,2023-07-09T12:38:00.000Z,2023-08-19T12:38:00.000Z
500760,2023-02-16T02:34:00.000Z,1344,P1023,S017,7,0.05,Cash,2023-02-16T04:28:00.000Z,2023-03-31T04:28:00.000Z
500770,2024-06-12T20:43:00.000Z,1419,P1031,S012,1,0.1,Credit Card,2024-06-12T22:44:00.000Z,2024-07-26T22:44:00.000Z
500780,2023-02-08T15:48:00.000Z,1101,P1028,S002,1,0.15,Upi,2023-02-08T17:38:00.000Z,2023-02-10T17:38:00.000Z
500787,2024-08-13T17:46:00.000Z,1168,P1127,S004,7,0.1,Cash,2024-08-13T17:56:00.000Z,2024-08-18T17:56:00.000Z
500798,2023-03-09T05:35:00.000Z,1400,P1078,S023,3,0.15,Cash,2023-03-09T08:23:00.000Z,2023-05-03T08:23:00.000Z
500829,2023-02-26T01:41:00.000Z,1323,P1114,S021,3,0.0,Cash,2023-02-26T04:25:00.000Z,2023-03-09T04:25:00.000Z
500836,2024-04-04T22:13:00.000Z,1442,P1069,S010,8,0.15,Credit Card,2024-04-04T23:01:00.000Z,2024-06-03T23:01:00.000Z
500886,2023-06-24T08:23:00.000Z,1323,P1063,S005,7,0.05,Credit Card,2023-06-24T10:09:00.000Z,2023-07-17T10:09:00.000Z
500917,2025-03-09T03:20:00.000Z,1458,P1083,S009,7,0.0,Upi,2025-03-09T03:56:00.000Z,2025-04-04T03:56:00.000Z
500921,2025-04-13T14:05:00.000Z,1105,P1037,S012,3,0.05,Net Banking,2025-04-13T16:47:00.000Z,2025-05-15T16:47:00.000Z
500939,2024-05-26T06:10:00.000Z,1033,P1025,S001,8,0.15,Upi,2024-05-26T07:34:00.000Z,2024-06-14T07:34:00.000Z
500942,2023-03-10T12:20:00.000Z,1401,P1033,S002,8,0.0,Debit Card,2023-03-10T15:17:00.000Z,2023-03-14T15:17:00.000Z
500958,2023-08-16T10:59:00.000Z,1234,P1062,S012,6,0.05,Net Banking,2023-08-16T11:52:00.000Z,2023-09-04T11:52:00.000Z
500962,2023-06-16T15:50:00.000Z,1034,P1043,S017,7,0.2,Debit Card,2023-06-16T18:39:00.000Z,2023-07-25T18:39:00.000Z
500965,2024-02-20T14:55:00.000Z,1112,P1079,S014,7,0.2,Credit Card,2024-02-20T15:55:00.000Z,2024-03-16T15:55:00.000Z
500969,2024-06-27T20:04:00.000Z,1043,P1076,S017,2,0.1,Credit Card,2024-06-27T21:35:00.000Z,2024-08-23T21:35:00.000Z
500990,2025-01-25T02:48:00.000Z,1393,P1084,S014,8,0.05,Debit Card,2025-01-25T03:14:00.000Z,2025-02-26T03:14:00.000Z
501001,2024-12-31T10:11:00.000Z,1335,P1081,S001,7,0.05,Cash,2024-12-31T10:14:00.000Z,2025-01-25T10:14:00.000Z
501031,2024-08-23T02:24:00.000Z,1033,P1088,S001,4,0.15,Cash,2024-08-23T02:55:00.000Z,2024-09-09T02:55:00.000Z
501032,2023-07-26T00:03:00.000Z,1490,P1002,S022,1,0.0,Credit Card,2023-07-26T01:11:00.000Z,2023-09-12T01:11:00.000Z
501045,2024-06-14T03:18:00.000Z,1046,P1088,S024,4,0.0,Net Banking,2024-06-14T03:40:00.000Z,2024-06-21T03:40:00.000Z
501096,2024-11-09T01:10:00.000Z,1486,P1123,S022,5,0.0,Cash,2024-11-09T04:00:00.000Z,2024-11-21T04:00:00.000Z
501119,2023-08-26T00:41:00.000Z,1310,P1095,S011,2,0.2,Debit Card,2023-08-26T02:09:00.000Z,2023-10-05T02:09:00.000Z
501153,2026-01-14T03:04:00.000Z,1006,P1080,S007,4,0.0,Credit Card,2026-01-14T03:58:00.000Z,2026-02-21T03:58:00.000Z
501209,2024-07-23T22:38:00.000Z,1294,P1108,S022,7,0.1,Debit Card,2024-07-24T01:29:00.000Z,2024-07-28T01:29:00.000Z
501223,2024-11-28T06:52:00.000Z,1271,P1132,S011,5,0.15,Wallet,2024-11-28T09:23:00.000Z,2025-01-15T09:23:00.000Z
501247,2024-03-21T09:52:00.000Z,1028,P1126,S010,1,0.15,Debit Card,2024-03-21T12:23:00.000Z,2024-03-28T12:23:00.000Z
501293,2026-01-18T06:31:00.000Z,1417,P1092,S008,8,0.1,Debit Card,2026-01-18T09:31:00.000Z,2026-03-06T09:31:00.000Z
501304,2024-11-22T18:25:00.000Z,1141,P1093,S009,5,0.2,Upi,2024-11-22T18:34:00.000Z,2024-12-31T18:34:00.000Z
501305,2023-09-12T09:36:00.000Z,1429,P1068,S006,8,0.15,Upi,2023-09-12T12:25:00.000Z,2023-10-02T12:25:00.000Z
501315,2025-11-06T18:45:00.000Z,1111,P1097,S019,1,0.05,Cash,2025-11-06T20:13:00.000Z,2026-01-05T20:13:00.000Z
501318,2024-02-04T18:18:00.000Z,1125,P1093,S008,8,0.1,Wallet,2024-02-04T19:20:00.000Z,2024-02-25T19:20:00.000Z
501319,2023-08-25T22:15:00.000Z,1491,P1105,S012,2,0.1,Net Banking,2023-08-26T00:08:00.000Z,2023-10-11T00:08:00.000Z
501321,2023-09-14T17:15:00.000Z,1300,P1036,S020,5,0.1,Debit Card,2023-09-14T18:59:00.000Z,2023-10-27T18:59:00.000Z
501337,2023-11-17T16:21:00.000Z,1323,P1132,S022,2,0.1,Upi,2023-11-17T17:31:00.000Z,2023-12-16T17:31:00.000Z
501341,2023-05-18T15:35:00.000Z,1364,P1046,S002,7,0.1,Net Banking,2023-05-18T18:11:00.000Z,2023-05-31T18:11:00.000Z
501358,2025-02-10T09:27:00.000Z,1496,P1105,S018,5,0.15,Debit Card,2025-02-10T09:50:00.000Z,2025-02-24T09:50:00.000Z
501390,2023-02-04T10:53:00.000Z,1461,P1082,S023,3,0.2,Wallet,2023-02-04T13:45:00.000Z,2023-03-30T13:45:00.000Z
501391,2025-01-20T16:00:00.000Z,1214,P1016,S003,4,0.2,Credit Card,2025-01-20T18:50:00.000Z,2025-02-14T18:50:00.000Z
501408,2023-12-02T16:10:00.000Z,1306,P1135,S007,3,0.05,Wallet,2023-12-02T17:26:00.000Z,2024-01-27T17:26:00.000Z
501428,2023-10-24T20:31:00.000Z,1141,P1089,S015,4,0.2,Net Banking,2023-10-24T22:21:00.000Z,2023-12-20T22:21:00.000Z
501434,2024-01-07T21:18:00.000Z,1209,P1054,S001,7,0.05,Debit Card,2024-01-07T22:27:00.000Z,2024-01-07T22:27:00.000Z
501464,2024-12-05T20:09:00.000Z,1257,P1081,S017,6,0.15,Cash,2024-12-05T22:39:00.000Z,2025-01-28T22:39:00.000Z
501470,2024-01-10T22:59:00.000Z,1126,P1059,S023,8,0.05,Upi,2024-01-11T01:45:00.000Z,2024-03-05T01:45:00.000Z
501476,2024-07-08T15:40:00.000Z,1260,P1124,S017,5,0.1,Debit Card,2024-07-08T16:25:00.000Z,2024-07-29T16:25:00.000Z
501520,2025-08-04T21:37:00.000Z,1296,P1069,S025,3,0.1,Cash,2025-08-04T23:50:00.000Z,2025-09-06T23:50:00.000Z
501530,2026-01-09T07:44:00.000Z,1192,P1041,S004,3,0.2,Credit Card,2026-01-09T09:59:00.000Z,2026-01-19T09:59:00.000Z
501540,2023-07-31T02:46:00.000Z,1443,P1093,S008,8,0.15,Cash,2023-07-31T05:20:00.000Z,2023-09-07T05:20:00.000Z
501564,2025-07-07T17:41:00.000Z,1178,P1123,S023,3,0.0,Wallet,2025-07-07T17:55:00.000Z,2025-09-02T17:55:00.000Z
501566,2023-10-01T12:13:00.000Z,1159,P1138,S023,5,0.1,Credit Card,2023-10-01T15:02:00.000Z,2023-10-29T15:02:00.000Z
501617,2025-12-22T23:40:00.000Z,1050,P1017,S003,1,0.0,Upi,2025-12-22T23:49:00.000Z,2026-02-03T23:49:00.000Z
501674,2023-03-15T06:14:00.000Z,1004,P1090,S023,2,0.2,Debit Card,2023-03-15T08:43:00.000Z,2023-04-15T08:43:00.000Z
501681,2024-11-01T14:25:00.000Z,1085,P1126,S016,5,0.05,Upi,2024-11-01T16:59:00.000Z,2024-12-19T16:59:00.000Z
501684,2025-02-02T02:17:00.000Z,1012,P1077,S025,1,0.0,Debit Card,2025-02-02T04:03:00.000Z,2025-03-15T04:03:00.000Z
501783,2026-01-27T23:21:00.000Z,1168,P1135,S005,5,0.2,Credit Card,2026-01-28T02:02:00.000Z,2026-03-11T02:02:00.000Z
501789,2025-09-23T15:59:00.000Z,1110,P1104,S014,4,0.1,Credit Card,2025-09-23T17:40:00.000Z,2025-10-30T17:40:00.000Z
501792,2025-08-23T05:02:00.000Z,1432,P1094,S022,6,0.2,Upi,2025-08-23T05:36:00.000Z,2025-09-10T05:36:00.000Z
501797,2023-11-30T22:30:00.000Z,1488,P1131,S010,5,0.0,Cash,2023-12-01T00:25:00.000Z,2023-12-23T00:25:00.000Z
501857,2025-10-06T07:27:00.000Z,1354,P1020,S004,3,0.05,Cash,2025-10-06T09:50:00.000Z,2025-10-07T09:50:00.000Z
501905,2023-07-15T14:32:00.000Z,1283,P1135,S001,1,0.05,Credit Card,2023-07-15T16:16:00.000Z,2023-09-02T16:16:00.000Z
501906,2023-02-24T00:37:00.000Z,1399,P1107,S004,3,0.2,Net Banking,2023-02-24T01:04:00.000Z,2023-03-17T01:04:00.000Z
501912,2024-07-17T10:21:00.000Z,1048,P1066,S002,5,0.05,Net Banking,2024-07-17T12:08:00.000Z,2024-07-21T12:08:00.000Z
501929,2023-08-30T14:48:00.000Z,1016,P1114,S006,4,0.1,Net Banking,2023-08-30T16:34:00.000Z,2023-10-26T16:34:00.000Z
501943,2023-09-24T19:08:00.000Z,1285,P1024,S024,8,0.15,Cash,2023-09-24T20:36:00.000Z,2023-09-25T20:36:00.000Z
501967,2024-01-02T07:57:00.000Z,1230,P1100,S016,4,0.2,Wallet,2024-01-02T10:16:00.000Z,2024-01-27T10:16:00.000Z
502003,2025-11-28T22:05:00.000Z,1091,P1047,S012,8,0.15,Debit Card,2025-11-29T00:55:00.000Z,2025-12-28T00:55:00.000Z
502033,2025-10-13T00:49:00.000Z,1497,P1117,S004,3,0.1,Credit Card,2025-10-13T01:13:00.000Z,2025-10-27T01:13:00.000Z
502039,2024-08-07T01:15:00.000Z,1009,P1093,S013,8,0.2,Wallet,2024-08-07T01:30:00.000Z,2024-08-14T01:30:00.000Z
502041,2025-05-20T05:15:00.000Z,1431,P1028,S005,5,0.15,Cash,2025-05-20T06:19:00.000Z,2025-06-19T06:19:00.000Z
502053,2025-04-05T13:27:00.000Z,1495,P1085,S021,1,0.0,Upi,2025-04-05T13:52:00.000Z,2025-04-24T13:52:00.000Z
502076,2023-04-03T19:59:00.000Z,1328,P1073,S020,7,0.15,Net Banking,2023-04-03T21:46:00.000Z,2023-05-17T21:46:00.000Z
502080,2025-03-30T17:44:00.000Z,1315,P1011,S014,3,0.1,Cash,2025-03-30T19:52:00.000Z,2025-04-13T19:52:00.000Z
502084,2024-01-18T07:02:00.000Z,1285,P1131,S004,7,0.1,Wallet,2024-01-18T08:07:00.000Z,2024-02-07T08:07:00.000Z
502096,2023-04-25T12:31:00.000Z,1013,P1147,S010,3,0.1,Net Banking,2023-04-25T12:32:00.000Z,2023-04-28T12:32:00.000Z
502099,2024-10-06T13:55:00.000Z,1388,P1114,S011,1,0.2,Cash,2024-10-06T15:28:00.000Z,2024-11-06T15:28:00.000Z
502123,2025-12-31T11:44:00.000Z,1309,P1056,S015,2,0.0,Wallet,2025-12-31T12:00:00.000Z,2026-01-30T12:00:00.000Z
502127,2023-10-09T08:24:00.000Z,1415,P1023,S024,7,0.1,Credit Card,2023-10-09T09:23:00.000Z,2023-10-11T09:23:00.000Z
502148,2025-01-09T10:32:00.000Z,1236,P1125,S015,5,0.0,Wallet,2025-01-09T11:52:00.000Z,2025-01-16T11:52:00.000Z
502159,2026-03-22T11:00:00.000Z,1433,P1119,S004,2,0.1,Credit Card,2026-03-22T13:36:00.000Z,2026-04-02T13:36:00.000Z
502169,2023-03-21T23:27:00.000Z,1302,P1141,S008,5,0.1,Net Banking,2023-03-22T01:21:00.000Z,2023-04-03T01:21:00.000Z
502184,2024-08-05T02:04:00.000Z,1321,P1025,S008,6,0.2,Net Banking,2024-08-05T04:22:00.000Z,2024-08-24T04:22:00.000Z
502187,2026-03-15T13:58:00.000Z,1038,P1140,S013,8,0.15,Debit Card,2026-03-15T16:18:00.000Z,2026-03-18T16:18:00.000Z
502304,2024-08-30T05:12:00.000Z,1478,P1035,S002,4,0.05,Debit Card,2024-08-30T06:56:00.000Z,2024-09-09T06:56:00.000Z
502311,2023-11-23T06:12:00.000Z,1079,P1060,S001,3,0.0,Credit Card,2023-11-23T06:46:00.000Z,2023-12-26T06:46:00.000Z
502317,2023-09-18T17:18:00.000Z,1485,P1149,S024,1,0.0,Cash,2023-09-18T19:15:00.000Z,2023-09-22T19:15:00.000Z
502328,2024-10-13T23:56:00.000Z,1053,P1045,S006,3,0.0,Cash,2024-10-14T00:24:00.000Z,2024-11-14T00:24:00.000Z
502338,2025-01-25T18:46:00.000Z,1304,P1074,S004,2,0.1,Cash,2025-01-25T19:26:00.000Z,2025-02-03T19:26:00.000Z
502349,2024-09-28T23:07:00.000Z,1371,P1034,S007,5,0.05,Upi,2024-09-29T01:39:00.000Z,2024-10-26T01:39:00.000Z
502365,2025-10-06T12:06:00.000Z,1217,P1095,S019,3,0.0,Wallet,2025-10-06T14:52:00.000Z,2025-10-08T14:52:00.000Z
502393,2024-09-21T15:57:00.000Z,1278,P1074,S022,6,0.1,Net Banking,2024-09-21T17:36:00.000Z,2024-10-10T17:36:00.000Z
502440,2025-04-24T02:02:00.000Z,1357,P1119,S011,4,0.1,Net Banking,2025-04-24T02:28:00.000Z,2025-06-02T02:28:00.000Z
502443,2024-03-03T13:08:00.000Z,1053,P1068,S021,5,0.1,Cash,2024-03-03T15:18:00.000Z,2024-04-27T15:18:00.000Z
502460,2024-03-14T05:26:00.000Z,1274,P1014,S002,4,0.1,Cash,2024-03-14T05:51:00.000Z,2024-03-20T05:51:00.000Z
502477,2026-01-11T12:48:00.000Z,1376,P1138,S014,5,0.15,Net Banking,2026-01-11T15:47:00.000Z,2026-01-29T15:47:00.000Z
502482,2023-09-19T06:50:00.000Z,1143,P1139,S009,7,0.1,Cash,2023-09-19T08:13:00.000Z,2023-10-03T08:13:00.000Z
502495,2025-04-25T13:01:00.000Z,1193,P1148,S020,5,0.1,Net Banking,2025-04-25T14:55:00.000Z,2025-05-15T14:55:00.000Z
502562,2023-10-11T11:38:00.000Z,1458,P1136,S014,8,0.2,Upi,2023-10-11T12:10:00.000Z,2023-10-24T12:10:00.000Z
502564,2024-04-23T05:03:00.000Z,1400,P1095,S025,4,0.1,Upi,2024-04-23T08:00:00.000Z,2024-05-14T08:00:00.000Z
502569,2024-06-15T04:54:00.000Z,1108,P1104,S024,3,0.15,Wallet,2024-06-15T05:40:00.000Z,2024-07-15T05:40:00.000Z
502588,2024-05-02T19:02:00.000Z,1278,P1147,S002,4,0.05,Credit Card,2024-05-02T20:13:00.000Z,2024-05-18T20:13:00.000Z
502594,2026-01-07T20:14:00.000Z,1426,P1069,S025,5,0.0,Credit Card,2026-01-07T20:45:00.000Z,2026-01-15T20:45:00.000Z
502598,2025-07-06T10:39:00.000Z,1068,P1047,S013,8,0.0,Wallet,2025-07-06T11:04:00.000Z,2025-08-12T11:04:00.000Z
502609,2023-12-15T18:37:00.000Z,1182,P1025,S012,1,0.05,Debit Card,2023-12-15T20:59:00.000Z,2024-01-11T20:59:00.000Z
502663,2025-12-22T05:17:00.000Z,1468,P1132,S024,5,0.05,Upi,2025-12-22T06:16:00.000Z,2026-01-26T06:16:00.000Z
502696,2023-10-05T09:58:00.000Z,1318,P1039,S002,3,0.05,Debit Card,2023-10-05T10:00:00.000Z,2023-10-26T10:00:00.000Z
502727,2025-05-12T15:51:00.000Z,1068,P1105,S006,4,0.1,Wallet,2025-05-12T17:30:00.000Z,2025-06-07T17:30:00.000Z
502744,2023-05-09T11:32:00.000Z,1037,P1096,S007,1,0.0,Cash,2023-05-09T13:05:00.000Z,2023-05-10T13:05:00.000Z
502754,2025-01-07T13:31:00.000Z,1098,P1037,S023,8,0.05,Wallet,2025-01-07T14:32:00.000Z,2025-01-20T14:32:00.000Z
502757,2024-04-29T19:59:00.000Z,1370,P1137,S011,3,0.0,Credit Card,2024-04-29T20:39:00.000Z,2024-05-13T20:39:00.000Z
502770,2023-01-29T01:15:00.000Z,1098,P1131,S022,6,0.15,Debit Card,2023-01-29T04:15:00.000Z,2023-02-23T04:15:00.000Z
502790,2025-12-08T14:21:00.000Z,1415,P1107,S017,3,0.1,Wallet,2025-12-08T16:34:00.000Z,2026-01-27T16:34:00.000Z
502791,2023-04-28T11:04:00.000Z,1181,P1066,S011,2,0.05,Credit Card,2023-04-28T12:50:00.000Z,2023-05-22T12:50:00.000Z
502837,2025-05-25T09:52:00.000Z,1222,P1056,S005,6,0.15,Credit Card,2025-05-25T09:57:00.000Z,2025-05-29T09:57:00.000Z
502840,2026-02-19T23:13:00.000Z,1290,P1023,S011,6,0.1,Wallet,2026-02-19T23:22:00.000Z,2026-02-27T23:22:00.000Z
502850,2025-02-26T22:52:00.000Z,1286,P1049,S014,7,0.15,Cash,2025-02-26T23:39:00.000Z,2025-03-05T23:39:00.000Z
502852,2025-03-18T07:17:00.000Z,1487,P1009,S005,3,0.05,Wallet,2025-03-18T08:01:00.000Z,2025-05-08T08:01:00.000Z
502856,2023-12-03T06:15:00.000Z,1235,P1078,S013,6,0.15,Debit Card,2023-12-03T07:44:00.000Z,2023-12-07T07:44:00.000Z
502857,2023-10-14T12:52:00.000Z,1282,P1099,S008,8,0.05,Cash,2023-10-14T13:05:00.000Z,2023-10-21T13:05:00.000Z
502864,2025-09-14T09:37:00.000Z,1184,P1024,S004,5,0.2,Cash,2025-09-14T10:27:00.000Z,2025-09-23T10:27:00.000Z
502876,2023-03-17T03:20:00.000Z,1164,P1145,S005,1,0.0,Cash,2023-03-17T03:39:00.000Z,2023-04-02T03:39:00.000Z
502908,2023-07-25T09:02:00.000Z,1409,P1068,S003,1,0.0,Cash,2023-07-25T11:26:00.000Z,2023-08-28T11:26:00.000Z
502911,2023-11-27T01:09:00.000Z,1426,P1107,S014,2,0.0,Net Banking,2023-11-27T03:24:00.000Z,2024-01-01T03:24:00.000Z
502948,2025-05-30T18:40:00.000Z,1153,P1092,S005,7,0.0,Cash,2025-05-30T18:52:00.000Z,2025-07-13T18:52:00.000Z
502950,2025-01-30T14:57:00.000Z,1205,P1082,S005,8,0.15,Upi,2025-01-30T15:08:00.000Z,2025-02-04T15:08:00.000Z
502973,2025-05-11T22:27:00.000Z,1177,P1046,S022,8,0.15,Upi,2025-05-11T23:54:00.000Z,2025-05-14T23:54:00.000Z
502981,2026-03-02T22:09:00.000Z,1358,P1019,S007,3,0.0,Cash,2026-03-02T23:11:00.000Z,2026-04-15T23:11:00.000Z
502996,2025-11-30T09:44:00.000Z,1235,P1007,S007,4,0.2,Net Banking,2025-11-30T12:31:00.000Z,2025-12-03T12:31:00.000Z
502998,2023-11-16T22:03:00.000Z,1361,P1070,S011,2,0.15,Cash,2023-11-17T00:28:00.000Z,2023-12-31T00:28:00.000Z
503011,2023-01-25T03:59:00.000Z,1477,P1082,S013,5,0.15,Upi,2023-01-25T05:42:00.000Z,2023-02-27T05:42:00.000Z
503026,2023-08-26T03:56:00.000Z,1072,P1082,S005,8,0.2,Cash,2023-08-26T06:04:00.000Z,2023-09-13T06:04:00.000Z
503028,2023-10-17T22:54:00.000Z,1100,P1076,S022,5,0.15,Credit Card,2023-10-18T00:05:00.000Z,2023-10-27T00:05:00.000Z
503043,2026-01-08T10:16:00.000Z,1086,P1128,S022,3,0.1,Upi,2026-01-08T12:47:00.000Z,2026-03-06T12:47:00.000Z
503046,2024-07-27T06:52:00.000Z,1450,P1030,S013,4,0.0,Wallet,2024-07-27T07:28:00.000Z,2024-08-27T07:28:00.000Z
503047,2024-02-10T07:20:00.000Z,1336,P1056,S013,4,0.0,Upi,2024-02-10T09:07:00.000Z,2024-04-04T09:07:00.000Z
503060,2025-03-23T20:10:00.000Z,1206,P1045,S019,3,0.05,Cash,2025-03-23T22:07:00.000Z,2025-05-21T22:07:00.000Z
503071,2023-01-28T02:41:00.000Z,1428,P1010,S016,5,0.05,Net Banking,2023-01-28T04:50:00.000Z,2023-02-22T04:50:00.000Z
503075,2024-06-15T22:51:00.000Z,1187,P1062,S016,5,0.0,Wallet,2024-06-16T01:17:00.000Z,2024-07-14T01:17:00.000Z
503103,2024-11-18T01:45:00.000Z,1316,P1139,S005,3,0.15,Cash,2024-11-18T03:09:00.000Z,2025-01-03T03:09:00.000Z
503116,2024-08-21T11:54:00.000Z,1317,P1021,S012,4,0.0,Debit Card,2024-08-21T14:26:00.000Z,2024-10-07T14:26:00.000Z
503119,2023-12-15T19:20:00.000Z,1232,P1102,S002,4,0.0,Debit Card,2023-12-15T21:28:00.000Z,2024-01-09T21:28:00.000Z
503149,2023-04-27T10:10:00.000Z,1252,P1032,S004,5,0.2,Cash,2023-04-27T10:44:00.000Z,2023-05-03T10:44:00.000Z
503161,2024-12-01T03:28:00.000Z,1427,P1048,S011,2,0.1,Cash,2024-12-01T04:37:00.000Z,2024-12-05T04:37:00.000Z
503162,2025-05-12T05:57:00.000Z,1361,P1047,S023,4,0.15,Upi,2025-05-12T06:24:00.000Z,2025-07-03T06:24:00.000Z
503179,2024-07-01T05:47:00.000Z,1090,P1010,S021,3,0.05,Cash,2024-07-01T08:14:00.000Z,2024-08-07T08:14:00.000Z
503221,2024-05-18T10:11:00.000Z,1347,P1034,S014,7,0.0,Wallet,2024-05-18T11:02:00.000Z,2024-07-12T11:02:00.000Z
