Order_ID,Order_Date,Customer_ID,Product_ID,Store_ID,Quantity,Discount,Payment_Mode,Unit_Price,Sales_Amount
500942,2023-03-10T12:20:00.000Z,1401,P1033,S002,8,0.0,Debit Card,437.0,3496.0
500958,2023-08-16T10:59:00.000Z,1234,P1062,S012,6,0.05,Net Banking,574.0,3442.28
500962,2023-06-16T15:50:00.000Z,1034,P1043,S017,7,0.2,Debit Card,608.0,4247.49
500965,2024-02-20T14:55:00.000Z,1112,P1079,S014,7,0.2,Credit Card,104.0,726.54
500969,2024-06-27T20:04:00.000Z,1043,P1076,S017,2,0.1,Credit Card,595.0,1188.81
500990,2025-01-25T02:48:00.000Z,1393,P1084,S014,8,0.05,Debit Card,434.0,3470.26
501001,2024-12-31T10:11:00.000Z,1335,P1081,S001,7,0.05,Cash,748.0,5233.38
501031,2024-08-23T02:24:00.000Z,1033,P1088,S001,4,0.15,Cash,241.0,962.55
501032,2023-07-26T00:03:00.000Z,1490,P1002,S022,1,0.0,Credit Card,629.0,629.0
501045,2024-06-14T03:18:00.000Z,1046,P1088,S024,4,0.0,Net Banking,241.0,964.0
501096,2024-11-09T01:10:00.000Z,1486,P1123,S022,5,0.0,Cash,528.0,2640.0
501119,2023-08-26T00:41:00.000Z,1310,P1095,S011,2,0.2,Debit Card,604.0,1205.58
501153,2026-01-14T03:04:00.000Z,1006,P1080,S007,4,0.0,Credit Card,578.0,2312.0
501209,2024-07-23T22:38:00.000Z,1294,P1108,S022,7,0.1,Debit Card,223.0,1559.44
501223,2024-11-28T06:52:00.000Z,1271,P1132,S011,5,0.15,Wallet,274.0,1367.95
501247,2024-03-21T09:52:00.000Z,1028,P1126,S010,1,0.15,Debit Card,143.0,142.79
501293,2026-01-18T06:31:00.000Z,1417,P1092,S008,8,0.1,Debit Card,287.0,2293.7
501304,2024-11-22T18:25:00.000Z,1141,P1093,S009,5,0.2,Upi,135.0,673.65
501305,2023-09-12T09:36:00.000Z,1429,P1068,S006,8,0.15,Upi,455.0,3634.54
501315,2025-11-06T18:45:00.000Z,1111,P1097,S019,1,0.05,Cash,470.0,469.77
501318,2024-02-04T18:18:00.000Z,1125,P1093,S008,8,0.1,Wallet,135.0,1078.92
501319,2023-08-25T22:15:00.000Z,1491,P1105,S012,2,0.1,Net Banking,588.0,1174.82
501321,2023-09-14T17:15:00.000Z,1300,P1036,S020,5,0.1,Debit Card,692.0,3456.54
501337,2023-11-17T16:21:00.000Z,1323,P1132,S022,2,0.1,Upi,274.0,547.45
501341,2023-05-18T15:35:00.000Z,1364,P1046,S002,7,0.1,Net Banking,661.0,4622.37
501358,2025-02-10T09:27:00.000Z,1496,P1105,S018,5,0.15,Debit Card,588.0,2935.59
501390,2023-02-04T10:53:00.000Z,1461,P1082,S023,3,0.2,Wallet,450.0,1347.3
501391,2025-01-20T16:00:00.000Z,1214,P1016,S003,4,0.2,Credit Card,623.0,2487.02
501408,2023-12-02T16:10:00.000Z,1306,P1135,S007,3,0.05,Wallet,806.0,2416.79
501428,2023-10-24T20:31:00.000Z,1141,P1089,S015,4,0.2,Net Banking,456.0,1820.35
501434,2024-01-07T21:18:00.000Z,1209,P1054,S001,7,0.05,Debit Card,403.0,2819.59
501464,2024-12-05T20:09:00.000Z,1257,P1081,S017,6,0.15,Cash,748.0,4481.27
501470,2024-01-10T22:59:00.000Z,1126,P1059,S023,8,0.05,Upi,64.0,511.74
501476,2024-07-08T15:40:00.000Z,1260,P1124,S017,5,0.1,Debit Card,132.0,659.34
501520,2025-08-04T21:37:00.000Z,1296,P1069,S025,3,0.1,Cash,586.0,1756.24
501530,2026-01-09T07:44:00.000Z,1192,P1041,S004,3,0.2,Credit Card,513.0,1535.92
501540,2023-07-31T02:46:00.000Z,1443,P1093,S008,8,0.15,Cash,135.0,1078.38
501564,2025-07-07T17:41:00.000Z,1178,P1123,S023,3,0.0,Wallet,528.0,1584.0
501566,2023-10-01T12:13:00.000Z,1159,P1138,S023,5,0.1,Credit Card,563.0,2812.19
501617,2025-12-22T23:40:00.000Z,1050,P1017,S003,1,0.0,Upi,798.0,798.0
501674,2023-03-15T06:14:00.000Z,1004,P1090,S023,2,0.2,Debit Card,692.0,1381.23
501681,2024-11-01T14:25:00.000Z,1085,P1126,S016,5,0.05,Upi,143.0,714.64
501684,2025-02-02T02:17:00.000Z,1012,P1077,S025,1,0.0,Debit Card,597.0,597.0
501783,2026-01-27T23:21:00.000Z,1168,P1135,S005,5,0.2,Credit Card,806.0,4021.94
501789,2025-09-23T15:59:00.000Z,1110,P1104,S014,4,0.1,Credit Card,620.0,2477.52
501792,2025-08-23T05:02:00.000Z,1432,P1094,S022,6,0.2,Upi,228.0,1365.26
501797,2023-11-30T22:30:00.000Z,1488,P1131,S010,5,0.0,Cash,758.0,3790.0
501857,2025-10-06T07:27:00.000Z,1354,P1020,S004,3,0.05,Cash,325.0,974.51
501905,2023-07-15T14:32:00.000Z,1283,P1135,S001,1,0.05,Credit Card,806.0,805.6
501906,2023-02-24T00:37:00.000Z,1399,P1107,S004,3,0.2,Net Banking,246.0,736.52
501912,2024-07-17T10:21:00.000Z,1048,P1066,S002,5,0.05,Net Banking,466.0,2328.84
501929,2023-08-30T14:48:00.000Z,1016,P1114,S006,4,0.1,Net Banking,627.0,2505.49
501943,2023-09-24T19:08:00.000Z,1285,P1024,S024,8,0.15,Cash,774.0,6182.71
501967,2024-01-02T07:57:00.000Z,1230,P1100,S016,4,0.2,Wallet,524.0,2091.81
502003,2025-11-28T22:05:00.000Z,1091,P1047,S012,8,0.15,Debit Card,388.0,3099.34
502033,2025-10-13T00:49:00.000Z,1497,P1117,S004,3,0.1,Credit Card,262.0,785.21
502039,2024-08-07T01:15:00.000Z,1009,P1093,S013,8,0.2,Wallet,135.0,1077.84
502041,2025-05-20T05:15:00.000Z,1431,P1028,S005,5,0.15,Cash,371.0,1852.22
502053,2025-04-05T13:27:00.000Z,1495,P1085,S021,1,0.0,Upi,54.0,54.0
502076,2023-04-03T19:59:00.000Z,1328,P1073,S020,7,0.15,Net Banking,811.0,5668.48
502080,2025-03-30T17:44:00.000Z,1315,P1011,S014,3,0.1,Cash,298.0,893.11
502084,2024-01-18T07:02:00.000Z,1285,P1131,S004,7,0.1,Wallet,758.0,5300.69
502096,2023-04-25T12:31:00.000Z,1013,P1147,S010,3,0.1,Net Banking,679.0,2034.96
502099,2024-10-06T13:55:00.000Z,1388,P1114,S011,1,0.2,Cash,627.0,625.75
502123,2025-12-31T11:44:00.000Z,1309,P1056,S015,2,0.0,Wallet,823.0,1646.0
502127,2023-10-09T08:24:00.000Z,1415,P1023,S024,7,0.1,Credit Card,139.0,972.03
502148,2025-01-09T10:32:00.000Z,1236,P1125,S015,5,0.0,Wallet,435.0,2175.0
502159,2026-03-22T11:00:00.000Z,1433,P1119,S004,2,0.1,Credit Card,170.0,339.66
502169,2023-03-21T23:27:00.000Z,1302,P1141,S008,5,0.1,Net Banking,265.0,1323.68
502184,2024-08-05T02:04:00.000Z,1321,P1025,S008,6,0.2,Net Banking,511.0,3059.87
502187,2026-03-15T13:58:00.000Z,1038,P1140,S013,8,0.15,Debit Card,349.0,2787.81
502304,2024-08-30T05:12:00.000Z,1478,P1035,S002,4,0.05,Debit Card,280.0,1119.44
502311,2023-11-23T06:12:00.000Z,1079,P1060,S001,3,0.0,Credit Card,839.0,2517.0
502317,2023-09-18T17:18:00.000Z,1485,P1149,S024,1,0.0,Cash,699.0,699.0
502328,2024-10-13T23:56:00.000Z,1053,P1045,S006,3,0.0,Cash,430.0,1290.0
502338,2025-01-25T18:46:00.000Z,1304,P1074,S004,2,0.1,Cash,434.0,867.13
502349,2024-09-28T23:07:00.000Z,1371,P1034,S007,5,0.05,Upi,219.0,1094.45
502365,2025-10-06T12:06:00.000Z,1217,P1095,S019,3,0.0,Wallet,604.0,1812.0
502393,2024-09-21T15:57:00.000Z,1278,P1074,S022,6,0.1,Net Banking,434.0,2601.4
502440,2025-04-24T02:02:00.000Z,1357,P1119,S011,4,0.1,Net Banking,170.0,679.32
502443,2024-03-03T13:08:00.000Z,1053,P1068,S021,5,0.1,Cash,455.0,2272.73
502460,2024-03-14T05:26:00.000Z,1274,P1014,S002,4,0.1,Cash,92.0,367.63
502477,2026-01-11T12:48:00.000Z,1376,P1138,S014,5,0.15,Net Banking,563.0,2810.78
502482,2023-09-19T06:50:00.000Z,1143,P1139,S009,7,0.1,Cash,296.0,2069.93
502495,2025-04-25T13:01:00.000Z,1193,P1148,S020,5,0.1,Net Banking,519.0,2592.41
502562,2023-10-11T11:38:00.000Z,1458,P1136,S014,8,0.2,Upi,417.0,3329.33
502564,2024-04-23T05:03:00.000Z,1400,P1095,S025,4,0.1,Upi,604.0,2413.58
502569,2024-06-15T04:54:00.000Z,1108,P1104,S024,3,0.15,Wallet,620.0,1857.21
502588,2024-05-02T19:02:00.000Z,1278,P1147,S002,4,0.05,Credit Card,679.0,2714.64
502594,2026-01-07T20:14:00.000Z,1426,P1069,S025,5,0.0,Credit Card,586.0,2930.0
502598,2025-07-06T10:39:00.000Z,1068,P1047,S013,8,0.0,Wallet,388.0,3104.0
502609,2023-12-15T18:37:00.000Z,1182,P1025,S012,1,0.05,Debit Card,511.0,510.74
502663,2025-12-22T05:17:00.000Z,1468,P1132,S024,5,0.05,Upi,274.0,1369.32
502696,2023-10-05T09:58:00.000Z,1318,P1039,S002,3,0.05,Debit Card,738.0,2212.89
502727,2025-05-12T15:51:00.000Z,1068,P1105,S006,4,0.1,Wallet,588.0,2349.65
502744,2023-05-09T11:32:00.000Z,1037,P1096,S007,1,0.0,Cash,455.0,455.0
502754,2025-01-07T13:31:00.000Z,1098,P1037,S023,8,0.05,Wallet,522.0,4173.91
502757,2024-04-29T19:59:00.000Z,1370,P1137,S011,3,0.0,Credit Card,418.0,1254.0
502770,2023-01-29T01:15:00.000Z,1098,P1131,S022,6,0.15,Debit Card,758.0,4541.18
502790,2025-12-08T14:21:00.000Z,1415,P1107,S017,3,0.1,Wallet,246.0,737.26
502791,2023-04-28T11:04:00.000Z,1181,P1066,S011,2,0.05,Credit Card,466.0,931.53
502837,2025-05-25T09:52:00.000Z,1222,P1056,S005,6,0.15,Credit Card,823.0,4930.59
502840,2026-02-19T23:13:00.000Z,1290,P1023,S011,6,0.1,Wallet,139.0,833.17
502850,2025-02-26T22:52:00.000Z,1286,P1049,S014,7,0.15,Cash,704.0,4920.61
502852,2025-03-18T07:17:00.000Z,1487,P1009,S005,3,0.05,Wallet,258.0,773.61
502856,2023-12-03T06:15:00.000Z,1235,P1078,S013,6,0.15,Debit Card,290.0,1737.39
502857,2023-10-14T12:52:00.000Z,1282,P1099,S008,8,0.05,Cash,486.0,3886.06
502864,2025-09-14T09:37:00.000Z,1184,P1024,S004,5,0.2,Cash,774.0,3862.26
502876,2023-03-17T03:20:00.000Z,1164,P1145,S005,1,0.0,Cash,678.0,678.0
502908,2023-07-25T09:02:00.000Z,1409,P1068,S003,1,0.0,Cash,455.0,455.0
502911,2023-11-27T01:09:00.000Z,1426,P1107,S014,2,0.0,Net Banking,246.0,492.0
502948,2025-05-30T18:40:00.000Z,1153,P1092,S005,7,0.0,Cash,287.0,2009.0
502950,2025-01-30T14:57:00.000Z,1205,P1082,S005,8,0.15,Upi,450.0,3594.6
502973,2025-05-11T22:27:00.000Z,1177,P1046,S022,8,0.15,Upi,661.0,5280.07
502981,2026-03-02T22:09:00.000Z,1358,P1019,S007,3,0.0,Cash,39.0,117.0
502996,2025-11-30T09:44:00.000Z,1235,P1007,S007,4,0.2,Net Banking,495.0,1976.04
502998,2023-11-16T22:03:00.000Z,1361,P1070,S011,2,0.15,Cash,477.0,952.57
503011,2023-01-25T03:59:00.000Z,1477,P1082,S013,5,0.15,Upi,450.0,2246.63
503026,2023-08-26T03:56:00.000Z,1072,P1082,S005,8,0.2,Cash,450.0,3592.8
503028,2023-10-17T22:54:00.000Z,1100,P1076,S022,5,0.15,Credit Card,595.0,2970.54
503043,2026-01-08T10:16:00.000Z,1086,P1128,S022,3,0.1,Upi,803.0,2406.59
503046,2024-07-27T06:52:00.000Z,1450,P1030,S013,4,0.0,Wallet,268.0,1072.0
503047,2024-02-10T07:20:00.000Z,1336,P1056,S013,4,0.0,Upi,823.0,3292.0
503060,2025-03-23T20:10:00.000Z,1206,P1045,S019,3,0.05,Cash,430.0,1289.36
503071,2023-01-28T02:41:00.000Z,1428,P1010,S016,5,0.05,Net Banking,489.0,2443.78
503075,2024-06-15T22:51:00.000Z,1187,P1062,S016,5,0.0,Wallet,574.0,2870.0
503103,2024-11-18T01:45:00.000Z,1316,P1139,S005,3,0.15,Cash,296.0,886.67
503116,2024-08-21T11:54:00.000Z,1317,P1021,S012,4,0.0,Debit Card,133.0,532.0
503119,2023-12-15T19:20:00.000Z,1232,P1102,S002,4,0.0,Debit Card,271.0,1084.0
503149,2023-04-27T10:10:00.000Z,1252,P1032,S004,5,0.2,Cash,458.0,2285.42
503161,2024-12-01T03:28:00.000Z,1427,P1048,S011,2,0.1,Cash,581.0,1160.84
503162,2025-05-12T05:57:00.000Z,1361,P1047,S023,4,0.15,Upi,388.0,1549.67
503179,2024-07-01T05:47:00.000Z,1090,P1010,S021,3,0.05,Cash,489.0,1466.27
503221,2024-05-18T10:11:00.000Z,1347,P1034,S014,7,0.0,Wallet,219.0,1533.0
503224,2025-10-24T18:37:00.000Z,1161,P1021,S003,2,0.1,Net Banking,133.0,265.73
503250,2024-01-12T19:37:00.000Z,1209,P1069,S011,3,0.0,Cash,586.0,1758.0
503261,2023-01-27T13:50:00.000Z,1154,P1123,S009,8,0.15,Wallet,528.0,4217.66
503297,2024-08-13T23:25:00.000Z,1288,P1006,S016,6,0.0,Wallet,414.0,2484.0
503301,2024-05-15T16:49:00.000Z,1340,P1147,S016,5,0.15,Cash,679.0,3389.91
503343,2023-10-23T23:38:00.000Z,1248,P1108,S021,8,0.0,Wallet,223.0,1784.0
503349,2023-08-23T22:38:00.000Z,1028,P1032,S018,2,0.1,Net Banking,458.0,915.08
503414,2023-01-20T19:04:00.000Z,1182,P1124,S008,8,0.15,Credit Card,132.0,1054.42
503417,2023-05-01T03:43:00.000Z,1239,P1062,S004,2,0.15,Credit Card,574.0,1146.28
503432,2025-02-05T06:45:00.000Z,1029,P1062,S008,6,0.0,Debit Card,574.0,3444.0
503437,2025-11-11T01:31:00.000Z,1301,P1024,S008,6,0.0,Debit Card,774.0,4644.0
503455,2025-09-11T08:36:00.000Z,1223,P1098,S017,7,0.15,Debit Card,471.0,3292.05
503459,2023-03-08T04:22:00.000Z,1493,P1089,S014,6,0.05,Credit Card,456.0,2734.63
503467,2023-06-12T09:14:00.000Z,1315,P1079,S020,4,0.0,Cash,104.0,416.0
503481,2023-01-14T12:05:00.000Z,1233,P1024,S017,2,0.0,Net Banking,774.0,1548.0
503504,2023-08-12T15:49:00.000Z,1420,P1055,S024,4,0.1,Credit Card,840.0,3356.64
503515,2024-05-01T08:42:00.000Z,1357,P1026,S024,7,0.15,Wallet,577.0,4032.94
503534,2023-11-08T00:45:00.000Z,1489,P1061,S015,3,0.0,Cash,310.0,930.0
503537,2025-07-21T18:12:00.000Z,1184,P1126,S019,6,0.1,Upi,143.0,857.14
503545,2023-01-06T15:08:00.000Z,1316,P1115,S001,5,0.05,Net Banking,126.0,629.69
503548,2023-02-09T00:23:00.000Z,1263,P1030,S020,5,0.2,Debit Card,268.0,1337.32
503558,2024-08-28T03:07:00.000Z,1163,P1005,S021,7,0.2,Net Banking,457.0,3192.6
503573,2025-11-18T06:17:00.000Z,1349,P1019,S005,4,0.0,Wallet,39.0,156.0
503577,2025-01-18T23:41:00.000Z,1315,P1132,S013,2,0.2,Debit Card,274.0,546.9
503629,2025-02-15T14:44:00.000Z,1467,P1076,S014,2,0.0,Debit Card,595.0,1190.0
503650,2024-11-10T09:34:00.000Z,1295,P1133,S016,2,0.2,Credit Card,833.0,1662.67
503652,2023-01-11T09:11:00.000Z,1479,P1117,S004,8,0.2,Debit Card,262.0,2091.81
503672,2023-06-12T21:14:00.000Z,1418,P1139,S018,8,0.0,Wallet,296.0,2368.0
503684,2025-05-12T20:50:00.000Z,1446,P1118,S008,7,0.1,Cash,264.0,1846.15
503707,2024-06-01T02:08:00.000Z,1463,P1040,S011,5,0.15,Upi,618.0,3085.37
503712,2023-07-08T09:37:00.000Z,1018,P1042,S020,1,0.2,Net Banking,215.0,214.57
503734,2025-06-18T11:33:00.000Z,1216,P1071,S017,7,0.15,Wallet,552.0,3858.2
503748,2026-03-20T02:26:00.000Z,1465,P1093,S002,2,0.0,Credit Card,135.0,270.0
503775,2023-05-05T16:40:00.000Z,1376,P1107,S023,7,0.2,Credit Card,246.0,1718.56
503779,2024-10-10T14:08:00.000Z,1203,P1093,S022,5,0.0,Net Banking,135.0,675.0
503797,2023-11-19T13:18:00.000Z,1106,P1038,S021,8,0.05,Wallet,27.0,215.89
503811,2024-01-16T05:46:00.000Z,1471,P1130,S015,5,0.2,Credit Card,141.0,703.59
503817,2023-01-30T09:22:00.000Z,1127,P1070,S014,7,0.2,Debit Card,477.0,3332.32
503868,2023-06-29T06:46:00.000Z,1140,P1096,S014,1,0.1,Net Banking,455.0,454.55
503874,2025-10-04T19:36:00.000Z,1382,P1133,S003,2,0.0,Upi,833.0,1666.0
503885,2023-06-18T08:50:00.000Z,1002,P1032,S001,7,0.0,Debit Card,458.0,3206.0
503909,2025-09-02T15:23:00.000Z,1185,P1144,S014,2,0.05,Debit Card,416.0,831.58
503915,2023-01-27T02:00:00.000Z,1202,P1025,S013,5,0.15,Wallet,511.0,2551.17
503923,2024-01-10T23:53:00.000Z,1419,P1109,S017,6,0.15,Net Banking,71.0,425.36
503929,2024-06-26T14:47:00.000Z,1182,P1062,S009,8,0.1,Debit Card,574.0,4587.41
503939,2023-03-18T07:13:00.000Z,1249,P1051,S019,8,0.1,Upi,525.0,4195.8
503952,2024-07-04T16:12:00.000Z,1131,P1133,S025,6,0.15,Credit Card,833.0,4990.5
503956,2025-11-29T10:47:00.000Z,1425,P1069,S009,5,0.0,Net Banking,586.0,2930.0
503961,2024-05-16T00:28:00.000Z,1304,P1031,S012,5,0.0,Credit Card,828.0,4140.0
503962,2025-08-06T06:59:00.000Z,1061,P1038,S021,6,0.05,Upi,27.0,161.92
503990,2026-02-12T12:56:00.000Z,1481,P1063,S003,7,0.0,Net Banking,296.0,2072.0
503998,2024-09-04T16:44:00.000Z,1151,P1048,S024,7,0.0,Debit Card,581.0,4067.0
504019,2024-02-23T17:06:00.000Z,1021,P1130,S020,2,0.15,Upi,141.0,281.58
504034,2024-07-31T23:37:00.000Z,1496,P1021,S014,6,0.15,Upi,133.0,796.8
504042,2024-07-06T14:03:00.000Z,1095,P1088,S023,3,0.2,Wallet,241.0,721.55
504045,2023-07-13T15:47:00.000Z,1397,P1145,S008,1,0.0,Upi,678.0,678.0
504072,2024-04-17T18:10:00.000Z,1297,P1057,S003,8,0.15,Net Banking,191.0,1525.71
504094,2024-11-18T08:07:00.000Z,1346,P1051,S014,7,0.1,Wallet,525.0,3671.33
504100,2024-01-24T18:07:00.000Z,1087,P1106,S011,3,0.0,Upi,261.0,783.0
504113,2025-07-08T20:21:00.000Z,1150,P1014,S001,4,0.05,Wallet,92.0,367.82
504187,2024-05-17T01:19:00.000Z,1414,P1014,S002,7,0.0,Cash,92.0,644.0
504220,2023-12-13T23:17:00.000Z,1114,P1007,S002,8,0.2,Wallet,495.0,3952.08
504225,2024-04-07T20:35:00.000Z,1340,P1083,S002,5,0.15,Credit Card,45.0,224.66
504231,2023-11-24T08:36:00.000Z,1432,P1029,S014,5,0.1,Wallet,671.0,3351.65
504287,2023-07-19T05:58:00.000Z,1220,P1028,S011,4,0.2,Credit Card,371.0,1481.03
504294,2023-07-03T13:43:00.000Z,1018,P1101,S021,6,0.2,Upi,220.0,1317.36
504317,2023-02-19T01:28:00.000Z,1160,P1078,S013,7,0.15,Cash,290.0,2026.96
504340,2026-02-05T14:00:00.000Z,1073,P1137,S006,1,0.1,Upi,418.0,417.58
504356,2023-12-09T14:41:00.000Z,1125,P1036,S018,3,0.2,Upi,692.0,2071.85
504357,2023-08-30T22:35:00.000Z,1006,P1093,S004,2,0.05,Upi,135.0,269.87
504358,2024-01-31T08:01:00.000Z,1101,P1099,S018,1,0.0,Net Banking,486.0,486.0
504359,2023-03-22T11:01:00.000Z,1022,P1103,S011,2,0.0,Wallet,42.0,84.0
504369,2025-06-20T14:42:00.000Z,1442,P1049,S024,3,0.0,Net Banking,704.0,2112.0
504391,2023-04-08T20:04:00.000Z,1213,P1004,S014,7,0.2,Cash,484.0,3381.22
504397,2023-12-20T01:35:00.000Z,1041,P1068,S024,5,0.05,Debit Card,455.0,2273.86
504465,2024-01-30T00:26:00.000Z,1214,P1121,S007,6,0.15,Cash,467.0,2797.8
504496,2025-09-28T15:02:00.000Z,1201,P1116,S007,4,0.0,Cash,27.0,108.0
504508,2023-03-27T06:48:00.000Z,1154,P1004,S019,5,0.0,Wallet,484.0,2420.0
504511,2025-03-04T05:53:00.000Z,1481,P1082,S003,4,0.1,Upi,450.0,1798.2
504535,2025-12-14T03:36:00.000Z,1063,P1040,S006,5,0.0,Wallet,618.0,3090.0
504537,2024-05-07T21:37:00.000Z,1375,P1025,S017,6,0.1,Debit Card,511.0,3062.93
504546,2023-07-31T15:10:00.000Z,1078,P1132,S025,1,0.05,Credit Card,274.0,273.86
504564,2023-09-04T05:26:00.000Z,1086,P1086,S002,6,0.0,Cash,571.0,3426.0
504581,2024-03-20T21:47:00.000Z,1101,P1103,S016,2,0.15,Debit Card,42.0,83.87
504595,2023-05-17T17:09:00.000Z,1061,P1043,S016,6,0.05,Debit Card,608.0,3646.18
504623,2024-11-11T11:08:00.000Z,1162,P1031,S001,8,0.0,Wallet,828.0,6624.0
504653,2025-08-28T16:33:00.000Z,1280,P1131,S004,3,0.0,Cash,758.0,2274.0
504654,2025-02-23T11:24:00.000Z,1092,P1095,S022,7,0.05,Cash,604.0,4225.89
504657,2025-08-21T17:52:00.000Z,1464,P1035,S017,1,0.0,Cash,280.0,280.0
504676,2023-10-04T22:04:00.000Z,1287,P1086,S024,8,0.05,Credit Card,571.0,4565.72
504679,2025-10-07T21:29:00.000Z,1363,P1123,S018,3,0.05,Upi,528.0,1583.21
504699,2024-02-24T21:25:00.000Z,1122,P1028,S025,7,0.05,Cash,371.0,2595.7
504710,2024-05-26T13:48:00.000Z,1275,P1074,S003,6,0.15,Cash,434.0,2600.09
504721,2026-02-12T21:52:00.000Z,1305,P1126,S009,5,0.15,Cash,143.0,713.93
