Order_ID,Order_Date,Customer_ID,Product_ID,Store_ID,Quantity,Discount,Payment_Mode,Created_At,Last_Updated
500065,2026-03-01 21:01:00,1220,P1035,S015,3,0.0,Debit Card,2026-03-01 21:22:00,2026-04-11 21:22:00
500066,2025-02-15 10:13:00,1173,P1098,S009,7,0.1,UPI,2025-02-15 12:09:00,2025-03-07 12:09:00
500067,2025-08-21 00:47:00,1488,P1090,S008,2,0.0,UPI,2025-08-21 03:05:00,2025-08-24 03:05:00
500068,2024-05-21 06:53:00,1079,P1062,S005,8,0.0,Net Banking,2024-05-21 06:58:00,2024-06-29 06:58:00
500069,2024-03-22 14:44:00,1189,P1043,S020,2,0.05,Debit Card,2024-03-22 15:49:00,2024-05-10 15:49:00
500070,2023-08-10 18:01:00,1347,P1097,S013,4,0.0,Net Banking,2023-08-10 19:20:00,2023-09-15 19:20:00
500071,2024-05-12 03:44:00,1351,P1031,S019,1,0.1,Net Banking,2024-05-12 05:01:00,2024-07-05 05:01:00
500072,2025-05-27 21:23:00,1332,P1088,S001,7,0.15,UPI,2025-05-27 21:40:00,2025-06-28 21:40:00
500073,2025-06-06 11:40:00,1079,P1112,S006,5,0.2,Net Banking,2025-06-06 13:37:00,2025-07-21 13:37:00
500074,2025-09-17 14:27:00,1166,P1063,S003,5,0.15,Credit Card,2025-09-17 16:58:00,2025-10-04 16:58:00
500075,2025-08-09 18:39:00,1173,P1008,S016,6,0.05,Cash,2025-08-09 21:30:00,2025-09-02 21:30:00
500076,2024-03-10 11:51:00,1144,P1071,S018,1,0.2,Credit Card,2024-03-10 12:57:00,2024-03-31 12:57:00
500077,2023-06-25 07:46:00,1285,P1062,S023,8,0.15,Cash,2023-06-25 09:30:00,2023-07-26 09:30:00
500078,2023-02-05 02:18:00,1355,P1063,S010,6,0.15,Net Banking,2023-02-05 03:14:00,2023-03-02 03:14:00
500079,2025-12-23 11:27:00,1181,P1117,S009,5,0.1,Credit Card,2025-12-23 13:47:00,2026-01-13 13:47:00
500080,2023-09-05 23:12:00,1381,P1138,S025,3,0.05,Credit Card,2023-09-06 00:32:00,2023-09-13 00:32:00
500081,2025-09-18 08:46:00,1269,P1073,S004,4,0.1,Credit Card,2025-09-18 11:16:00,2025-11-05 11:16:00
500082,2025-01-09 05:19:00,1274,P1033,S009,1,0.0,Net Banking,2025-01-09 05:22:00,2025-02-23 05:22:00
500083,2024-08-21 22:08:00,1386,P1126,S004,1,0.2,Debit Card,2024-08-22 00:51:00,2024-10-16 00:51:00
500084,2025-08-19 15:28:00,1495,P1014,S009,8,0.0,UPI,2025-08-19 16:55:00,2025-08-30 16:55:00
500085,2025-03-31 15:04:00,1352,P1014,S005,3,0.2,Debit Card,2025-03-31 17:31:00,2025-05-10 17:31:00
500086,2023-06-24 07:07:00,1214,P1058,S025,7,0.15,Cash,2023-06-24 09:29:00,2023-08-11 09:29:00
500087,2024-08-31 18:27:00,1318,P1016,S020,2,0.05,Wallet,2024-08-31 19:45:00,2024-10-06 19:45:00
500088,2024-03-08 08:42:00,1123,P1045,S018,2,0.05,UPI,2024-03-08 09:02:00,2024-03-18 09:02:00
500089,2025-04-16 14:44:00,1150,P1009,S008,5,0.1,Wallet,2025-04-16 17:16:00,2025-05-16 17:16:00
500090,2025-07-18 02:43:00,1136,P1051,S014,2,0.2,Credit Card,2025-07-18 03:42:00,2025-09-15 03:42:00
500091,2023-11-02 08:52:00,1031,P1043,S010,5,0.15,UPI,2023-11-02 09:28:00,2023-11-06 09:28:00
500092,2025-08-17 22:19:00,1483,P1070,S017,8,0.15,UPI,2025-08-18 01:18:00,2025-09-12 01:18:00
500093,2023-03-23 13:47:00,1129,P1007,S003,4,0.2,Net Banking,2023-03-23 15:09:00,2023-04-30 15:09:00
500094,2023-02-12 21:52:00,1021,P1045,S016,8,0.1,Credit Card,2023-02-12 23:00:00,2023-03-20 23:00:00
500095,2025-06-11 20:52:00,1241,P1090,S014,6,0.1,Wallet,2025-06-11 22:57:00,2025-06-16 22:57:00
500096,2023-08-03 05:21:00,1254,P1074,S022,7,0.2,UPI,2023-08-03 07:06:00,2023-09-16 07:06:00
500097,2025-07-20 02:20:00,1060,P1104,S017,1,0.2,Cash,2025-07-20 03:24:00,2025-08-09 03:24:00
500098,2025-04-26 01:12:00,1319,P1128,S021,8,0.0,Credit Card,2025-04-26 03:24:00,2025-05-19 03:24:00
500099,2024-06-30 17:08:00,1451,P1125,S004,1,0.2,Credit Card,2024-06-30 18:21:00,2024-07-28 18:21:00
500100,2023-11-21 09:35:00,1209,P1024,S008,2,0.15,UPI,2023-11-21 09:38:00,2023-12-26 09:38:00
500101,2023-11-12 15:59:00,1362,P1070,S014,8,0.15,Credit Card,2023-11-12 17:13:00,2023-12-14 17:13:00
500102,2025-07-24 17:09:00,1472,P1131,S024,3,0.0,Debit Card,2025-07-24 18:47:00,2025-08-05 18:47:00
500103,2025-04-29 10:59:00,1421,P1001,S010,5,0.2,Net Banking,2025-04-29 13:08:00,2025-05-16 13:08:00
500104,2025-09-29 04:28:00,1177,P1086,S018,7,0.15,Debit Card,2025-09-29 06:45:00,2025-10-29 06:45:00
500105,2024-01-22 22:15:00,1120,P1106,S002,6,0.15,Wallet,2024-01-23 00:41:00,2024-02-16 00:41:00
500106,2025-02-19 12:42:00,1254,P1010,S005,6,0.0,Cash,2025-02-19 15:28:00,2025-02-28 15:28:00
500107,2023-07-24 16:58:00,1370,P1037,S014,3,0.0,Cash,2023-07-24 18:54:00,2023-07-24 18:54:00
500108,2024-06-26 10:39:00,1333,P1021,S011,7,0.1,Wallet,2024-06-26 13:36:00,2024-07-21 13:36:00
500109,2025-09-26 17:02:00,1121,P1074,S008,2,0.15,UPI,2025-09-26 19:40:00,2025-09-30 19:40:00
500110,2023-07-25 14:10:00,1463,P1008,S002,6,0.0,Debit Card,2023-07-25 17:07:00,2023-08-13 17:07:00
500111,2025-01-04 11:27:00,1272,P1106,S019,3,,Credit Card,2025-01-04 12:04:00,2025-01-19 12:04:00
500112,2023-06-11 19:55:00,1350,P1062,S016,3,0.05,Cash,2023-06-11 21:32:00,2023-07-20 21:32:00
500113,2024-06-04 14:16:00,1461,P1120,S010,3,0.0,Cash,2024-06-04 17:06:00,2024-06-04 17:06:00
500114,2024-12-08 18:19:00,1354,P1065,S015,5,0.05,Cash,2024-12-08 21:02:00,2025-01-04 21:02:00
500115,2025-09-16 03:15:00,1184,P1148,S010,5,0.0,Wallet,2025-09-16 04:52:00,2025-10-22 04:52:00
500116,2025-03-21 08:00:00,1352,P1013,S020,8,0.1,Credit Card,2025-03-21 10:24:00,2025-05-15 10:24:00
500117,2024-12-22 07:40:00,1129,P1036,S021,2,0.0,Debit Card,2024-12-22 08:28:00,2025-01-30 08:28:00
500118,2025-06-21 01:37:00,1068,P1024,S010,6,0.15,Credit Card,2025-06-21 03:10:00,2025-08-06 03:10:00
500119,2024-02-16 04:50:00,1498,P1094,S017,5,0.05,Debit Card,2024-02-16 07:08:00,2024-04-12 07:08:00
500120,2025-09-13 09:47:00,1059,P1120,S003,3,0.05,Wallet,2025-09-13 11:13:00,2025-11-03 11:13:00
500121,2025-03-24 17:23:00,1203,P1004,S009,2,,Debit Card,2025-03-24 17:46:00,2025-05-13 17:46:00
500122,2024-06-20 18:24:00,1191,P1028,S022,4,0.15,UPI,2024-06-20 21:07:00,2024-08-19 21:07:00
500123,2026-02-23 10:58:00,1332,P1017,S021,8,0.1,Wallet,2026-02-23 13:34:00,2026-03-09 13:34:00
500124,2025-04-16 03:08:00,1020,P1078,S016,2,0.0,Credit Card,2025-04-16 03:19:00,2025-06-15 03:19:00
500125,2026-01-05 04:24:00,1344,P1139,S014,3,0.15,Wallet,2026-01-05 06:20:00,2026-01-28 06:20:00
500126,2023-07-22 15:39:00,1488,P1072,S002,6,0.05,Cash,2023-07-22 17:23:00,2023-09-20 17:23:00
500127,2025-06-29 07:54:00,1352,P1095,S018,6,0.0,Cash,2025-06-29 09:26:00,2025-07-05 09:26:00
500128,2024-07-19 06:07:00,1340,P1055,S021,1,,Debit Card,2024-07-19 08:03:00,2024-07-24 08:03:00
500129,2024-05-13 04:50:00,1036,P1142,S007,4,0.05,Debit Card,2024-05-13 07:14:00,2024-05-26 07:14:00
500130,2023-10-30 19:00:00,1075,P1034,S018,5,0.05,UPI,2023-10-30 20:10:00,2023-12-23 20:10:00
500131,2023-02-22 04:00:00,1404,P1061,S019,6,0.0,Credit Card,2023-02-22 05:31:00,2023-04-13 05:31:00
500132,2024-06-27 01:08:00,1059,P1017,S016,8,0.1,Net Banking,2024-06-27 02:55:00,2024-07-30 02:55:00
500133,2023-08-12 14:32:00,1315,P1012,S024,5,0.15,Wallet,2023-08-12 15:28:00,2023-10-11 15:28:00
500134,2023-03-05 01:30:00,1352,P1028,S016,8,0.0,UPI,2023-03-05 03:12:00,2023-04-01 03:12:00
500135,2024-10-21 19:09:00,1141,P1150,S018,6,0.15,Net Banking,2024-10-21 19:25:00,2024-10-29 19:25:00
500136,2025-12-22 09:29:00,1221,P1026,S023,2,0.2,Wallet,2025-12-22 11:38:00,2026-01-29 11:38:00
500137,2024-03-16 13:28:00,1174,P1117,S013,7,0.0,Debit Card,2024-03-16 14:26:00,2024-04-11 14:26:00
500138,2025-05-24 10:42:00,1489,P1040,S022,8,0.0,UPI,2025-05-24 11:47:00,2025-06-16 11:47:00
500139,2023-06-24 02:27:00,1379,P1096,S005,1,0.2,Net Banking,2023-06-24 02:51:00,2023-08-10 02:51:00
500140,2026-02-24 10:42:00,1182,P1109,S024,1,0.1,Net Banking,2026-02-24 11:13:00,2026-03-22 11:13:00
500141,2024-10-01 11:06:00,1109,P1040,S022,8,0.05,UPI,2024-10-01 13:33:00,2024-11-02 13:33:00
500142,2024-12-18 17:23:00,1143,P1147,S008,7,0.2,Net Banking,2024-12-18 17:52:00,2025-02-04 17:52:00
500143,2026-02-14 00:38:00,1356,P1069,S001,3,0.1,Wallet,2026-02-14 03:26:00,2026-04-08 03:26:00
500144,2024-09-24 10:22:00,1446,P1037,S019,7,0.0,Credit Card,2024-09-24 10:23:00,2024-10-05 10:23:00
500145,2023-03-04 02:47:00,1193,P1108,S015,6,0.05,Debit Card,2023-03-04 05:02:00,2023-03-17 05:02:00
500146,2024-09-30 23:20:00,1044,P1014,S005,3,0.2,UPI,2024-10-01 01:45:00,2024-11-08 01:45:00
500147,2023-06-17 08:28:00,1249,P1114,S014,5,0.05,NET BANKING,2023-06-17 11:17:00,2023-07-14 11:17:00
500148,2023-08-22 11:27:00,1348,P1125,S017,5,0.0,Credit Card,2023-08-22 11:55:00,2023-09-09 11:55:00
500149,2025-03-20 19:03:00,1155,P1055,S025,3,0.1,Debit Card,2025-03-20 19:04:00,2025-04-02 19:04:00
500150,2024-11-02 03:00:00,1221,P1045,S005,7,0.2,Wallet,2024-11-02 05:07:00,2024-12-19 05:07:00
500151,2024-04-16 16:35:00,1182,P1019,S013,1,0.15,UPI,2024-04-16 19:26:00,2024-06-06 19:26:00
500152,2025-07-30 02:55:00,1220,P1147,S013,7,0.1,UPI,2025-07-30 04:15:00,2025-09-04 04:15:00
500153,2025-04-09 00:20:00,1486,P1118,S023,6,0.0,Cash,2025-04-09 01:03:00,2025-05-30 01:03:00
500154,2023-08-05 07:27:00,1269,P1021,S013,5,0.1,Credit Card,2023-08-05 09:57:00,2023-08-30 09:57:00
500155,2024-11-13 05:04:00,1059,P1136,S017,4,0.1,Debit Card,2024-11-13 07:14:00,2024-12-23 07:14:00
500156,2023-10-30 07:06:00,1102,P1045,S020,3,0.0,Credit Card,2023-10-30 07:43:00,2023-11-15 07:43:00
500157,2025-10-08 14:48:00,1297,P1115,S022,6,0.1,Credit Card,2025-10-08 17:12:00,2025-11-25 17:12:00
500158,2025-06-19 02:30:00,1156,P1071,S019,1,0.1,Net Banking,2025-06-19 04:23:00,2025-07-29 04:23:00
500159,2023-06-01 09:29:00,1030,P1095,S010,2,0.0,Net Banking,2023-06-01 11:24:00,2023-06-03 11:24:00
500160,2025-11-04 12:29:00,1489,P1011,S015,4,0.1,Net Banking,2025-11-04 14:57:00,2025-12-09 14:57:00
500161,2025-09-01 16:09:00,1053,P1088,S023,2,0.2,Wallet,2025-09-01 16:24:00,2025-09-29 16:24:00
500162,2023-12-20 01:15:00,1269,P1134,S020,3,0.1,Debit Card,2023-12-20 03:07:00,2024-01-17 03:07:00
500163,2024-08-02 12:26:00,1307,P1014,S021,6,0.0,Debit Card,2024-08-02 13:52:00,2024-09-14 13:52:00
500164,2023-07-13 17:43:00,1130,P1039,S011,2,0.2,Wallet,2023-07-13 19:21:00,2023-07-31 19:21:00
500165,2023-10-17 11:19:00,1340,P1101,S005,2,0.1,Net Banking,2023-10-17 14:06:00,2023-11-30 14:06:00
500166,2025-02-10 20:50:00,1066,P1135,S003,7,0.2,Debit Card,2025-02-10 22:14:00,2025-04-03 22:14:00
500167,2023-02-07 11:19:00,1110,P1088,S025,8,0.05,Credit Card,2023-02-07 12:05:00,2023-04-08 12:05:00
500168,2023-10-09 04:04:00,1404,P1026,S017,1,0.1,Net Banking,2023-10-09 05:19:00,2023-12-02 05:19:00
500169,2023-09-26 19:24:00,1093,P1043,S024,8,0.0,Cash,2023-09-26 20:03:00,2023-10-06 20:03:00
500170,2025-01-16 21:46:00,1313,P1073,S025,8,0.05,Net Banking,2025-01-16 22:46:00,2025-02-13 22:46:00
500171,2024-05-04 09:51:00,1428,P1050,S012,8,0.15,Debit Card,2024-05-04 11:51:00,2024-06-30 11:51:00
500172,2025-02-21 16:33:00,1419,P1052,S020,3,0.1,UPI,2025-02-21 18:20:00,2025-03-03 18:20:00
500173,2025-09-11 11:35:00,1434,P1133,S004,5,0.0,Credit Card,2025-09-11 12:01:00,2025-10-26 12:01:00
500174,2024-07-12 14:57:00,1426,P1112,S003,4,0.15,Debit Card,2024-07-12 17:08:00,2024-07-21 17:08:00
500175,2023-02-24 13:03:00,1192,P1061,S013,2,0.1,Credit Card,2023-02-24 14:44:00,2023-03-28 14:44:00
500176,2023-02-27 10:59:00,1366,P1086,S005,3,0.0,Debit Card,2023-02-27 11:24:00,2023-04-21 11:24:00
500177,2025-08-25 22:53:00,1362,P1121,S015,1,0.0,UPI,2025-08-25 23:28:00,2025-10-12 23:28:00
500178,2024-06-08 06:53:00,1482,P1136,S014,2,0.1,Credit Card,2024-06-08 07:31:00,2024-07-13 07:31:00
500179,2024-09-08 03:03:00,1328,P1118,S003,2,0.15,Net Banking,2024-09-08 04:04:00,2024-10-04 04:04:00
500180,2026-01-02 00:40:00,1124,P1037,S010,7,0.0,Net Banking,2026-01-02 02:51:00,2026-02-07 02:51:00
500181,2024-12-23 07:36:00,1341,P1022,S017,6,,Net Banking,2024-12-23 09:22:00,2025-01-03 09:22:00
500182,2026-01-19 16:50:00,1011,P1100,S016,1,0.15,Debit Card,2026-01-19 18:59:00,2026-02-23 18:59:00
500183,2024-06-03 23:01:00,1035,P1089,S008,2,0.2,Wallet,2024-06-04 00:32:00,2024-07-24 00:32:00
500184,2024-11-11 04:02:00,1174,P1045,S025,8,0.15,Wallet,2024-11-11 05:32:00,2024-12-15 05:32:00
500185,2024-01-09 04:04:00,1151,P1052,S002,4,,Debit Card,2024-01-09 06:01:00,2024-01-11 06:01:00
500186,2024-09-27 16:25:00,1130,P1010,S025,4,0.1,Debit Card,2024-09-27 18:44:00,2024-10-27 18:44:00
500187,2023-04-08 20:21:00,1410,P1095,S014,7,0.15,Cash,2023-04-08 21:30:00,2023-04-15 21:30:00
500188,2024-11-25 05:31:00,1189,P1133,S009,2,0.15,UPI,2024-11-25 08:28:00,2024-12-26 08:28:00
500189,2025-05-31 19:52:00,1151,P1083,S004,2,,Wallet,2025-05-31 20:38:00,2025-07-04 20:38:00
500190,2024-08-28 09:28:00,1219,P1043,S023,8,0.1,Cash,2024-08-28 12:02:00,2024-10-12 12:02:00
500191,2023-03-28 23:55:00,1223,P1071,S021,1,0.0,Wallet,2023-03-29 01:25:00,2023-05-07 01:25:00
500192,2025-04-11 11:32:00,1488,P1008,S005,8,0.0,Credit Card,2025-04-11 14:25:00,2025-04-21 14:25:00
500193,2023-05-18 07:49:00,1186,P1099,S019,1,0.2,Credit Card,2023-05-18 10:34:00,2023-06-10 10:34:00
500194,2025-07-10 11:23:00,1040,P1147,S005,6,0.15,Debit Card,2025-07-10 13:16:00,2025-08-27 13:16:00
500195,2024-07-24 07:07:00,1096,P1128,S017,7,0.2,upi,2024-07-24 07:13:00,2024-09-09 07:13:00
500196,2024-06-20 08:45:00,1314,P1074,S023,8,0.05,UPI,2024-06-20 10:39:00,2024-07-03 10:39:00
500197,2023-10-05 02:28:00,1366,P1114,S003,6,0.1,Wallet,2023-10-05 03:12:00,2023-12-01 03:12:00
500198,2023-05-13 17:34:00,1154,P1041,S023,3,0.1,Net Banking,2023-05-13 18:48:00,2023-07-09 18:48:00
500199,2024-04-04 03:12:00,1405,P1127,S001,6,0.2,Net Banking,2024-04-04 03:47:00,2024-04-19 03:47:00
500200,2025-01-25 14:51:00,1314,P1023,S003,5,0.15,Wallet,2025-01-25 17:12:00,2025-02-02 17:12:00
500201,2025-09-07 16:26:00,1295,P1019,S005,6,0.0,Cash,2025-09-07 18:10:00,2025-10-29 18:10:00
500202,2025-08-12 21:33:00,1450,P1142,S021,3,0.05,Cash,2025-08-12 23:01:00,2025-08-20 23:01:00
500203,2025-10-26 01:53:00,1079,P1078,S006,3,0.1,Wallet,2025-10-26 02:24:00,2025-11-28 02:24:00
500204,2024-04-06 11:33:00,1041,P1065,S007,5,0.05,Wallet,2024-04-06 12:45:00,2024-05-30 12:45:00
500205,2024-09-12 19:34:00,1329,P1044,S019,3,0.05,Wallet,2024-09-12 19:57:00,2024-10-14 19:57:00
500206,2024-11-22 18:02:00,1024,P1148,S009,4,0.2,Cash,2024-11-22 18:09:00,2024-11-27 18:09:00
500207,2023-03-04 15:56:00,1149,P1078,S016,4,0.15,Debit Card,2023-03-04 18:36:00,2023-04-07 18:36:00
500208,2025-07-17 02:44:00,1226,P1107,S016,8,0.05,Debit Card,2025-07-17 02:59:00,2025-07-27 02:59:00
500209,2023-10-22 10:55:00,1441,P1089,S013,3,0.1,Net Banking,2023-10-22 12:16:00,2023-12-07 12:16:00
500210,2026-02-24 03:20:00,1063,P1069,S015,4,0.05,UPI,2026-02-24 04:21:00,2026-03-25 04:21:00
500211,2023-04-14 09:24:00,1128,P1041,S011,6,0.05,Credit Card,2023-04-14 12:01:00,2023-05-10 12:01:00
500212,2025-10-17 16:29:00,1158,P1128,S001,2,0.15,Net Banking,2025-10-17 18:36:00,2025-12-12 18:36:00
500213,2025-07-25 07:13:00,1025,P1013,S010,8,0.2,Wallet,2025-07-25 09:42:00,2025-08-16 09:42:00
500214,2025-08-21 09:34:00,1056,P1111,S005,5,,cash,2025-08-21 09:36:00,2025-10-14 09:36:00
500215,2025-01-19 01:25:00,1288,P1050,S012,5,0.0,Cash,2025-01-19 01:38:00,2025-02-24 01:38:00
500216,2025-10-29 14:48:00,1423,P1031,S005,2,0.15,Debit Card,2025-10-29 17:08:00,2025-11-15 17:08:00
500217,2024-11-25 17:23:00,1309,P1131,S013,1,0.0,UPI,2024-11-25 17:59:00,2024-12-07 17:59:00
500218,2023-10-08 22:21:00,1234,P1039,S020,3,0.1,Net Banking,2023-10-09 00:22:00,2023-11-11 00:22:00
500219,2024-10-14 05:25:00,1432,P1077,S019,6,0.2,Net Banking,2024-10-14 08:02:00,2024-11-30 08:02:00
